County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Middle,Chandler Unified District #80 (4242),401870.0,817,171,426,391,20,34,477,64,177,8,37,040187001400,4242,John M Andersen Jr High School,Chandler Unified District #80,26.0,2022,0,0.5214198286413708,0.4785801713586291,0.02447980416156671,0.0416156670746634,0.583843329253366,0.07833537331701346,0.21664626682986537,0.009791921664626682,0.04528763769889841,0.20930232558139536,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Coconino County,4005.0,2-No,5-Title I schoolwide school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Flagstaff Unified District (4192),402860.0,395,232,222,173,112,4,173,4,85,0,17,040286000225,4192,John Q Thomas Elementary School,Flagstaff Unified District,18.0,2022,0,0.5620253164556962,0.4379746835443038,0.28354430379746837,0.010126582278481013,0.4379746835443038,0.010126582278481013,0.21518987341772153,0.0,0.043037974683544304,0.5873417721518988,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Roosevelt Elementary District (4279),407080.0,287,248,152,135,2,3,231,42,4,0,5,040708001144,4279,John R Davis School,Roosevelt Elementary District,12.0,2022,0,0.5296167247386759,0.47038327526132406,0.006968641114982578,0.010452961672473868,0.8048780487804879,0.14634146341463414,0.013937282229965157,0.0,0.017421602787456445,0.8641114982578397,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,403.0,Yes participating without using any Provision or the CEO,Elementary,Buckeye Elementary District (4269),401380.0,521,106,248,273,6,0,302,31,152,0,30,040138003730,4269,John S McCain III Elementary School,Buckeye Elementary District,32.5,2022,0,0.4760076775431862,0.5239923224568138,0.011516314779270634,0.0,0.5796545105566219,0.05950095969289827,0.29174664107485604,0.0,0.05758157389635317,0.2034548944337812,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,596,99,337,259,3,6,174,34,345,1,33,040497001233,4235,Johnson Elementary School,Mesa Unified District,42.5,2022,0,0.5654362416107382,0.43456375838926176,0.0050335570469798654,0.010067114093959731,0.29194630872483224,0.05704697986577181,0.5788590604026845,0.0016778523489932886,0.05536912751677853,0.16610738255033558,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Navajo County,4017.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,Elementary,Joseph City Unified District (4388),404010.0,188,39,87,101,31,0,33,6,100,0,18,040401000321,4388,Joseph City Elementary School,Joseph City Unified District,,2022,0,0.4627659574468085,0.5372340425531915,0.16489361702127658,0.0,0.17553191489361702,0.031914893617021274,0.5319148936170213,0.0,0.09574468085106383,0.2074468085106383,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Navajo County,4017.0,2-No,5-Title I schoolwide school,401.0,Yes participating without using any Provision or the CEO,High,Joseph City Unified District (4388),404010.0,158,27,77,81,22,0,27,3,96,0,10,040401000322,4388,Joseph City High School,Joseph City Unified District,40.0,2022,0,0.4873417721518987,0.5126582278481012,0.13924050632911392,0.0,0.17088607594936708,0.0189873417721519,0.6075949367088608,0.0,0.06329113924050633,0.17088607594936708,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Navajo County,4017.0,2-No,5-Title I schoolwide school,401.0,No,Middle,Joseph City Unified District (4388),404010.0,117,,56,61,29,0,22,0,56,0,10,040401002542,4388,Joseph City Junior High School,Joseph City Unified District,22.0,2022,0,0.47863247863247865,0.5213675213675214,0.24786324786324787,0.0,0.18803418803418803,0.0,0.47863247863247865,0.0,0.08547008547008547,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),Elementary,Isaac Elementary District (4259),403960.0,339,267,179,160,1,2,312,17,4,1,2,040396000319,4259,Joseph Zito Elementary School,Isaac Elementary District,17.5,2022,0,0.528023598820059,0.471976401179941,0.0029498525073746312,0.0058997050147492625,0.9203539823008849,0.05014749262536873,0.011799410029498525,0.0029498525073746312,0.0058997050147492625,0.7876106194690266,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Cochise County,4003.0,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,402.0,Yes participating without using any Provision or the CEO,Middle,Sierra Vista Unified District (4175),401460.0,712,181,359,353,5,15,291,41,286,9,65,040146000078,4175,Joyce Clark Middle School,Sierra Vista Unified District,31.0,2022,0,0.5042134831460674,0.4957865168539326,0.007022471910112359,0.021067415730337078,0.40870786516853935,0.05758426966292135,0.40168539325842695,0.012640449438202247,0.09129213483146068,0.2542134831460674,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Gila County,4007.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,Payson Unified District (4209),406070.0,552,163,291,261,22,3,164,6,334,0,23,040607001088,4209,Julia Randall Elementary School,Payson Unified District,32.0,2022,0,0.5271739130434783,0.47282608695652173,0.03985507246376811,0.005434782608695652,0.2971014492753623,0.010869565217391304,0.605072463768116,0.0,0.041666666666666664,0.29528985507246375,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Cartwright Elementary District (4282),401680.0,620,255,315,305,2,1,565,25,26,0,1,040168000100,4282,Justine Spitalny STE3AM School,Cartwright Elementary District,11.0,2022,0,0.5080645161290323,0.49193548387096775,0.0032258064516129032,0.0016129032258064516,0.9112903225806451,0.04032258064516129,0.041935483870967745,0.0,0.0016129032258064516,0.4112903225806452,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Peoria Unified School District (4237),406250.0,337,104,181,156,7,6,141,15,142,1,25,040625000512,4237,Kachina Elementary School,Peoria Unified School District,31.5,2022,0,0.5370919881305638,0.4629080118694362,0.020771513353115726,0.017804154302670624,0.41839762611275966,0.04451038575667656,0.42136498516320475,0.002967359050445104,0.07418397626112759,0.3086053412462908,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,High,Kaizen Education Foundation dba El Dorado High Sch (4342),400149.0,166,54,94,72,4,1,78,28,51,0,4,040014901897,4342,Kaizen Education Foundation dba El Dorado High School,Kaizen Education Foundation dba El Dorado High School,2.0,2022,1,0.5662650602409639,0.43373493975903615,0.024096385542168676,0.006024096385542169,0.46987951807228917,0.1686746987951807,0.3072289156626506,0.0,0.024096385542168676,0.3253012048192771,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,Kaizen Education Foundation dba Gilbert Arts Acade (90333),400799.0,174,44,93,81,6,2,53,11,88,0,14,040079902943,90333,Kaizen Education Foundation dba Gilbert Arts Academy,Kaizen Education Foundation dba Gilbert Arts Academy,29.0,2022,1,0.5344827586206896,0.46551724137931033,0.034482758620689655,0.011494252873563218,0.3045977011494253,0.06321839080459771,0.5057471264367817,0.0,0.08045977011494253,0.25287356321839083,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,406.0,Yes under Community Eligibility Option (CEO),High,Kaizen Education Foundation dba Maya High School (79882),400389.0,353,285,188,165,9,7,256,44,26,0,11,040038901737,79882,Kaizen Education Foundation dba Maya High School,Kaizen Education Foundation dba Maya High School,3.0,2022,1,0.5325779036827195,0.46742209631728043,0.025495750708215296,0.019830028328611898,0.7252124645892352,0.12464589235127478,0.07365439093484419,0.0,0.031161473087818695,0.8073654390934845,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes under Community Eligibility Option (CEO),High,Kaizen Education Foundation dba Tempe Accelerated  (79878),400387.0,73,48,41,32,2,0,61,4,6,0,0,040038701735,79878,Kaizen Education Foundation dba Quest High School,Kaizen Education Foundation dba Tempe Accelerated High School,4.0,2022,1,0.5616438356164384,0.4383561643835616,0.0273972602739726,0.0,0.8356164383561644,0.0547945205479452,0.0821917808219178,0.0,0.0,0.6575342465753424,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,1-Yes,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,High,Kaizen Education Foundation dba Summit High School (79876),400386.0,195,86,111,84,5,0,147,31,10,0,2,040038601894,79876,Kaizen Education Foundation dba Summit High School,Kaizen Education Foundation dba Summit High School,3.5,2022,1,0.5692307692307692,0.4307692307692308,0.02564102564102564,0.0,0.7538461538461538,0.15897435897435896,0.05128205128205128,0.0,0.010256410256410256,0.441025641025641,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,1-Yes,2-Title I targeted assistance school,406.0,No,Elementary,Kaleidoscope School (1000164),400992.0,257,,142,115,0,9,61,6,161,2,18,040099203644,1000164,Kaleidoscope School,Kaleidoscope School,42.5,2022,1,0.5525291828793775,0.4474708171206226,0.0,0.03501945525291829,0.23735408560311283,0.023346303501945526,0.6264591439688716,0.007782101167315175,0.07003891050583658,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,405.0,Yes participating without using any Provision or the CEO,Elementary,Queen Creek Unified District (4245),406810.0,486,16,209,277,3,5,64,15,387,0,12,040681003651,4245,Katherine Mecham Barney Elementary ,Queen Creek Unified District,78.0,2022,0,0.43004115226337447,0.5699588477366255,0.006172839506172839,0.0102880658436214,0.13168724279835392,0.030864197530864196,0.7962962962962963,0.0,0.024691358024691357,0.03292181069958848,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pinal County,4021.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,Elementary,J O Combs Unified School District (4445),403990.0,508,141,285,223,9,1,160,21,299,1,17,040399003067,4445,Kathryn Sue Simonton Elementary,J O Combs Unified School District,25.0,2022,0,0.5610236220472441,0.4389763779527559,0.017716535433070866,0.001968503937007874,0.31496062992125984,0.04133858267716536,0.5885826771653543,0.001968503937007874,0.03346456692913386,0.27755905511811024,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes under Community Eligibility Option (CEO),Elementary,Kayenta Unified School District #27 (4396),404060.0,498,407,277,221,490,0,5,0,2,0,1,040406001160,4396,Kayenta Elementary School,Kayenta Unified School District #27,,2022,0,0.5562248995983936,0.44377510040160645,0.9839357429718876,0.0,0.010040160642570281,0.0,0.004016064257028112,0.0,0.002008032128514056,0.8172690763052208,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Navajo County,4017.0,2-No,6-Not a Title I school,401.0,Yes under Community Eligibility Option (CEO),Middle,Kayenta Unified School District #27 (4396),404060.0,508,431,266,242,492,0,8,0,3,0,5,040406001161,4396,Kayenta Middle School,Kayenta Unified School District #27,11.5,2022,0,0.5236220472440944,0.4763779527559055,0.968503937007874,0.0,0.015748031496062992,0.0,0.005905511811023622,0.0,0.00984251968503937,0.8484251968503937,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,405.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,530,186,271,259,14,1,367,21,111,3,13,040497001071,4235,Keller Elementary School,Mesa Unified District,19.0,2022,0,0.5113207547169811,0.48867924528301887,0.026415094339622643,0.0018867924528301887,0.6924528301886792,0.03962264150943396,0.20943396226415095,0.005660377358490566,0.024528301886792454,0.35094339622641507,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,4013.0,1-Yes,6-Not a Title I school,407.0,Yes under Community Eligibility Option (CEO),Other,Edkey Inc. - Sequoia School for the Deaf and Hard (81050),400640.0,31,16,24,7,1,0,13,9,7,0,1,040064003569,81050,KELLY,"Edkey, Inc. - Sequoia School for the Deaf and Hard of Hearing",,2022,1,0.7741935483870968,0.22580645161290322,0.03225806451612903,0.0,0.41935483870967744,0.2903225806451613,0.22580645161290322,0.0,0.03225806451612903,0.5161290322580645,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Elementary,Phoenix Elementary District (4256),406300.0,466,171,249,217,25,3,351,23,35,0,29,040630000533,4256,Kenilworth Elementary School,Phoenix Elementary District,20.0,2022,0,0.5343347639484979,0.4656652360515021,0.0536480686695279,0.006437768240343348,0.7532188841201717,0.04935622317596566,0.07510729613733906,0.0,0.06223175965665236,0.3669527896995708,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Elementary,Mesa Unified District (4235),404970.0,512,206,269,243,82,1,311,26,66,3,23,040497000229,4235,Kerr Elementary School,Mesa Unified District,11.0,2022,0,0.525390625,0.474609375,0.16015625,0.001953125,0.607421875,0.05078125,0.12890625,0.005859375,0.044921875,0.40234375,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,1-Yes,6-Not a Title I school,409.0,No,Other,Keystone Montessori Charter School Inc. (10878),400165.0,185,,102,83,0,16,48,9,102,0,10,040016501755,10878,Keystone Montessori Charter School,"Keystone Montessori Charter School, Inc.",65.5,2022,1,0.5513513513513514,0.4486486486486487,0.0,0.08648648648648649,0.2594594594594595,0.04864864864864865,0.5513513513513514,0.0,0.05405405405405406,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,1-Yes,6-Not a Title I school,407.0,No,Elementary,Khalsa Montessori Elementary Schools (4360),400069.0,134,,69,65,3,14,26,2,72,1,16,040006900826,4360,Khalsa Montessori Elementary School - Phoenix,Khalsa Montessori Elementary Schools,65.0,2022,1,0.5149253731343284,0.48507462686567165,0.022388059701492536,0.1044776119402985,0.19402985074626866,0.014925373134328358,0.5373134328358209,0.007462686567164179,0.11940298507462686,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pima County,4019.0,1-Yes,6-Not a Title I school,402.0,No,Elementary,Khalsa Family Services (79420),400317.0,245,,128,117,0,16,50,2,168,0,9,040031702202,79420,Khalsa School,Khalsa Family Services,65.5,2022,1,0.5224489795918368,0.4775510204081633,0.0,0.0653061224489796,0.20408163265306123,0.00816326530612245,0.6857142857142857,0.0,0.036734693877551024,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mohave County,4015.0,1-Yes,1-Title I targeted assistance eligible school-No program,404.0,No,High,Kingman Academy Of Learning (4383),400074.0,364,,178,186,5,6,45,0,290,2,16,040007402185,4383,Kingman Academy of Learning - High School,Kingman Academy Of Learning,39.0,2022,1,0.489010989010989,0.510989010989011,0.013736263736263736,0.016483516483516484,0.12362637362637363,0.0,0.7967032967032966,0.005494505494505495,0.04395604395604396,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,404.0,No,Elementary,Kingman Academy Of Learning (4383),400074.0,342,,173,169,2,8,62,1,250,0,19,040007401605,4383,Kingman Academy of Learning - Intermediate School,Kingman Academy Of Learning,42.0,2022,1,0.5058479532163743,0.49415204678362573,0.005847953216374269,0.023391812865497075,0.18128654970760233,0.0029239766081871343,0.7309941520467836,0.0,0.05555555555555555,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,1-Yes,4-Title I schoolwide eligible school-No program,404.0,No,Middle,Kingman Academy Of Learning (4383),400074.0,333,,165,168,2,1,71,0,240,0,19,040007401759,4383,Kingman Academy of Learning - Middle School,Kingman Academy Of Learning,34.5,2022,1,0.4954954954954955,0.5045045045045045,0.006006006006006006,0.003003003003003003,0.2132132132132132,0.0,0.7207207207207207,0.0,0.057057057057057055,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes participating without using any Provision or the CEO,High,Kingman Unified School District (79598),400295.0,1004,337,520,484,59,13,255,17,595,4,61,040029500881,79598,Kingman High School,Kingman Unified School District,16.0,2022,0,0.5179282868525896,0.4820717131474104,0.05876494023904383,0.012948207171314742,0.2539840637450199,0.01693227091633466,0.5926294820717132,0.00398406374501992,0.060756972111553786,0.33565737051792827,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,2-No,5-Title I schoolwide school,404.0,Yes under Community Eligibility Option (CEO),Middle,Kingman Unified School District (79598),400295.0,732,541,390,342,20,9,194,7,454,3,45,040029500326,79598,Kingman Middle School,Kingman Unified School District,16.5,2022,0,0.5327868852459017,0.4672131147540984,0.0273224043715847,0.012295081967213115,0.2650273224043716,0.009562841530054645,0.6202185792349727,0.004098360655737705,0.06147540983606557,0.7390710382513661,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,2-No,6-Not a Title I school,404.0,No,Elementary,Kingman Unified School District (79598),400295.0,24,,9,15,1,0,8,0,13,0,2,040029503745,79598,Kingman Online Learning Academy (KOLA) Elementary School,Kingman Unified School District,,2022,0,0.375,0.625,0.041666666666666664,0.0,0.3333333333333333,0.0,0.5416666666666666,0.0,0.08333333333333333,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,2-No,6-Not a Title I school,404.0,No,High,Kingman Unified School District (79598),400295.0,80,,31,49,1,2,21,0,53,0,3,040029503741,79598,Kingman Online Learning Academy (KOLA) High School,Kingman Unified School District,13.5,2022,0,0.3875,0.6125,0.0125,0.025,0.2625,0.0,0.6625,0.0,0.0375,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mohave County,4015.0,2-No,6-Not a Title I school,404.0,No,Middle,Kingman Unified School District (79598),400295.0,45,,23,22,2,0,11,0,30,0,2,040029503747,79598,Kingman Online Learning Academy (KOLA) Middle School,Kingman Unified School District,,2022,0,0.5111111111111111,0.4888888888888889,0.044444444444444446,0.0,0.24444444444444444,0.0,0.6666666666666666,0.0,0.044444444444444446,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,407.0,Yes participating without using any Provision or the CEO,Middle,Riverside Elementary District (4257),407020.0,318,92,154,164,14,6,242,36,12,0,8,040702002487,4257,Kings Ridge School,Riverside Elementary District,18.0,2022,0,0.48427672955974843,0.5157232704402516,0.0440251572327044,0.018867924528301886,0.7610062893081762,0.11320754716981132,0.03773584905660377,0.0,0.025157232704402517,0.2893081761006289,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,408.0,Yes participating without using any Provision or the CEO,Elementary,Dysart Unified District (4243),402690.0,754,222,405,349,6,14,273,60,312,6,83,040269001462,4243,Kingswood Elementary School,Dysart Unified District,37.0,2022,0,0.5371352785145889,0.46286472148541113,0.007957559681697613,0.01856763925729443,0.3620689655172414,0.07957559681697612,0.41379310344827586,0.007957559681697613,0.11007957559681697,0.29442970822281167,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,409.0,Yes participating without using any Provision or the CEO,Middle,Mesa Unified District (4235),404970.0,1029,321,526,503,71,0,791,42,95,5,25,040497000396,4235,Kino Junior High School,Mesa Unified District,10.0,2022,0,0.511175898931001,0.48882410106899904,0.06899902818270165,0.0,0.7687074829931972,0.04081632653061224,0.0923226433430515,0.004859086491739553,0.024295432458697766,0.3119533527696793,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yavapai County,4025.0,2-No,5-Title I schoolwide school,404.0,Yes under Provision 2,Elementary,Kirkland Elementary District (4480),404170.0,85,64,41,44,1,0,18,1,65,0,0,040417000330,4480,Kirkland Elementary School,Kirkland Elementary District,27.5,2022,0,0.4823529411764706,0.5176470588235295,0.011764705882352941,0.0,0.21176470588235294,0.011764705882352941,0.7647058823529411,0.0,0.0,0.7529411764705882,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,4013.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,Elementary,Paloma School District (4255),408430.0,115,95,60,55,8,0,97,3,7,0,0,040843000799,4255,Kiser Elementary School,Paloma School District,21.0,2022,0,0.5217391304347826,0.4782608695652174,0.06956521739130435,0.0,0.8434782608695652,0.02608695652173913,0.06086956521739131,0.0,0.0,0.8260869565217391,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,406.0,Yes participating without using any Provision or the CEO,Elementary,Scottsdale Unified District (4240),407570.0,512,39,267,245,7,34,69,16,372,0,14,040757000651,4240,Kiva Elementary School,Scottsdale Unified District,70.5,2022,0,0.521484375,0.478515625,0.013671875,0.06640625,0.134765625,0.03125,0.7265625,0.0,0.02734375,0.076171875,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,409.0,Yes participating without using any Provision or the CEO,Elementary,Chandler Unified District #80 (4242),401870.0,646,8,341,305,3,319,62,7,212,0,43,040187000131,4242,Knox Gifted Academy,Chandler Unified District #80,92.5,2022,0,0.5278637770897833,0.47213622291021673,0.0046439628482972135,0.4938080495356037,0.09597523219814241,0.010835913312693499,0.3281733746130031,0.0,0.06656346749226007,0.01238390092879257,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Yuma County,4027.0,2-No,5-Title I schoolwide school,403.0,Yes under Provision 2,High,Yuma Union High School District (4507),409630.0,2473,1755,1284,1189,26,8,2216,22,179,2,20,040963000996,4507,Kofa High School,Yuma Union High School District,16.0,2022,0,0.5192074403558431,0.4807925596441569,0.010513546300040437,0.003234937323089365,0.8960776384957542,0.008896077638495753,0.07238172260412455,0.0008087343307723412,0.008087343307723413,0.7096643752527295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Maricopa County,4013.0,2-No,6-Not a Title I school,409.0,Yes participating without using any Provision or the CEO,Middle,Kyrene Elementary District (4267),404230.0,876,106,465,411,32,26,252,92,374,3,97,040423000083,4267,Kyrene Akimel A-Al Middle School,Kyrene Elementary District,42.0,2022,0,0.5308219178082192,0.4691780821917808,0.0365296803652968,0.02968036529680365,0.2876712328767123,0.1050228310502283,0.4269406392694064,0.003424657534246575,0.11073059360730593,0.12100456621004566,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,2-No,6-Not a Title I school,409.0,Yes participating without using any Provision or the CEO,Middle,Kyrene Elementary District (4267),404230.0,992,54,526,466,10,47,209,37,593,4,92,040423000665,4267,Kyrene Altadena Middle School,Kyrene Elementary District,60.5,2022,0,0.530241935483871,0.46975806451612906,0.010080645161290322,0.047379032258064516,0.21068548387096775,0.037298387096774195,0.5977822580645161,0.004032258064516129,0.09274193548387097,0.05443548387096774,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,4013.0,2-No,6-Not a Title I school,409.0,Yes participating without using any Provision or the CEO,Middle,Kyrene Elementary District (4267),404230.0,1013,111,496,517,21,58,246,75,518,2,93,040423000653,4267,Kyrene Aprende Middle School,Kyrene Elementary District,51.5,2022,0,0.48963474827245806,0.510365251727542,0.02073050345508391,0.05725567620927937,0.2428430404738401,0.07403751233958539,0.5113524185587365,0.0019743336623889436,0.09180651530108588,0.10957551826258638,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
