Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Amphitheater Unified District,0400680,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,443,5,234,209,14,7,314,50,53,0,5,040068000026,Helen Keeling Elementary School,4406,Amphitheater Unified District,27.0,2016,0,0.5282167042889391,0.4717832957110609,0.03160270880361174,0.01580135440180587,0.708803611738149,0.11286681715575621,0.11963882618510158,0.0,0.011286681715575621,0.011286681715575621,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,365,,204,161,23,1,303,11,22,1,4,040880002336,Henry Hank Oyama,4403,Tucson Unified District,28.0,2016,0,0.5589041095890411,0.4410958904109589,0.06301369863013699,0.0027397260273972603,0.8301369863013699,0.030136986301369864,0.06027397260273973,0.0027397260273972603,0.010958904109589041,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Heritage Academy  Inc.,0400053,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,3-High,707,,346,361,4,15,97,12,570,5,4,040005300754,Heritage Academy,4336,"Heritage Academy, Inc.",49.0,2016,1,0.4893917963224894,0.5106082036775106,0.005657708628005658,0.021216407355021217,0.1371994342291372,0.016973125884016973,0.8062234794908062,0.007072135785007072,0.005657708628005658,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Heritage Academy Laveen  Inc.,0400926,Maricopa County,04013,1-Yes,6-Not a Title I school,0407,No,3-High,376,,165,211,14,16,188,47,107,0,4,040092603451,Heritage Academy Laveen,92520,"Heritage Academy Laveen, Inc.",30.0,2016,1,0.43882978723404253,0.5611702127659575,0.03723404255319149,0.0425531914893617,0.5,0.125,0.2845744680851064,0.0,0.010638297872340425,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Heritage Academy Queen Creek  Inc.,0400911,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,No,3-High,345,,171,174,0,2,34,3,305,0,1,040091103440,Heritage Academy Queen Creek,92519,"Heritage Academy Queen Creek, Inc.",51.0,2016,1,0.4956521739130435,0.5043478260869565,0.0,0.005797101449275362,0.09855072463768116,0.008695652173913044,0.8840579710144928,0.0,0.002898550724637681,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Heritage Elementary School,0400649,Coconino County,04005,1-Yes,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,86,67,38,48,4,1,59,0,19,0,3,040064902846,Heritage Elementary - Williams,81076,Heritage Elementary School,25.5,2016,1,0.4418604651162791,0.5581395348837209,0.046511627906976744,0.011627906976744186,0.686046511627907,0.0,0.22093023255813954,0.0,0.03488372093023256,0.7790697674418605,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heritage Elementary School,0400649,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,752,485,356,396,5,15,340,152,181,6,53,040064903114,Heritage Elementary School,81076,Heritage Elementary School,38.0,2016,1,0.4734042553191489,0.526595744680851,0.006648936170212766,0.0199468085106383,0.4521276595744681,0.20212765957446807,0.24069148936170212,0.007978723404255319,0.07047872340425532,0.6449468085106383,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chino Valley Unified District,0400003,Yavapai County,04025,2-No,3-Title I schoolwide eligible-Title I targeted assistance program,0404,Yes participating without using any Provision or the CEO,2-Middle,727,78,392,335,4,2,214,3,484,2,18,040000301198,Heritage Middle School,4474,Chino Valley Unified District,37.0,2016,0,0.5392022008253095,0.4607977991746905,0.005502063273727648,0.002751031636863824,0.29436038514442914,0.0041265474552957355,0.6657496561210454,0.002751031636863824,0.024759284731774415,0.10729023383768914,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,638,399,324,314,16,14,265,36,260,5,42,040625001090,Heritage School,4237,Peoria Unified School District,37.5,2016,0,0.5078369905956113,0.49216300940438873,0.025078369905956112,0.0219435736677116,0.4153605015673981,0.05642633228840126,0.40752351097178685,0.007836990595611285,0.06583072100313479,0.6253918495297806,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hermosa Montessori Charter School,0400115,Pima County,04019,1-Yes,6-Not a Title I school,0402,No,1-Primary,221,,109,112,1,4,39,4,155,0,18,040011501617,Hermosa Montessori Charter,4426,Hermosa Montessori Charter School,74.0,2016,1,0.49321266968325794,0.5067873303167421,0.004524886877828055,0.01809954751131222,0.17647058823529413,0.01809954751131222,0.7013574660633484,0.0,0.08144796380090498,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,747,195,374,373,34,5,110,9,571,4,14,040497001469,Hermosa Vista Elementary School,4235,Mesa Unified District,69.0,2016,0,0.500669344042838,0.499330655957162,0.04551539491298527,0.006693440428380187,0.14725568942436412,0.012048192771084338,0.7643908969210174,0.00535475234270415,0.018741633199464525,0.26104417670682734,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,508,227,268,240,8,2,151,33,291,2,21,040593001471,Hidden Hills Elementary School,4241,Paradise Valley Unified District,48.5,2016,0,0.5275590551181102,0.47244094488188976,0.015748031496062992,0.003937007874015748,0.297244094488189,0.06496062992125984,0.5728346456692913,0.003937007874015748,0.04133858267716536,0.4468503937007874,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Globe Unified District,0403500,Gila County,04007,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,2-Middle,500,316,252,248,128,7,158,0,186,2,19,040350002422,High Desert Middle School,4208,Globe Unified District,14.5,2016,0,0.504,0.496,0.256,0.014,0.316,0.0,0.372,0.004,0.038,0.632,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,728,328,359,369,19,4,138,25,513,5,24,040497001073,Highland Elementary School,4235,Mesa Unified District,55.0,2016,0,0.49313186813186816,0.5068681318681318,0.0260989010989011,0.005494505494505495,0.18956043956043955,0.034340659340659344,0.7046703296703297,0.006868131868131868,0.03296703296703297,0.45054945054945056,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Highland Free School,0400275,Pima County,04019,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0403,No,1-Primary,47,26,28,19,1,1,17,4,22,0,2,040027502077,Highland Free School,79061,Highland Free School,32.5,2016,1,0.5957446808510638,0.40425531914893614,0.02127659574468085,0.02127659574468085,0.3617021276595745,0.0851063829787234,0.46808510638297873,0.0,0.0425531914893617,0.5531914893617021,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,3-High,3108,14,1509,1599,22,160,430,80,2369,11,36,040340000246,Highland High School,4239,Gilbert Unified District,56.0,2016,0,0.4855212355212355,0.5144787644787645,0.007078507078507079,0.05148005148005148,0.13835263835263836,0.02574002574002574,0.7622265122265123,0.0035392535392535394,0.011583011583011582,0.0045045045045045045,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,2-Middle,1232,3,611,621,9,34,212,32,927,5,13,040340001669,Highland Jr High School,4239,Gilbert Unified District,49.5,2016,0,0.49594155844155846,0.5040584415584416,0.007305194805194805,0.027597402597402596,0.17207792207792208,0.025974025974025976,0.752435064935065,0.004058441558441558,0.010551948051948052,0.002435064935064935,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,1133,237,568,565,7,55,155,47,830,1,38,040775001873,Highland Lakes School,4246,Deer Valley Unified District,61.5,2016,0,0.501323918799647,0.49867608120035306,0.00617828773168579,0.04854368932038835,0.13680494263018536,0.04148278905560459,0.732568402471315,0.00088261253309797,0.03353927625772286,0.2091791703442189,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,872,3,446,426,4,18,112,14,695,2,27,040340002662,Highland Park Elementary,4239,Gilbert Unified District,73.0,2016,0,0.5114678899082569,0.48853211009174313,0.0045871559633027525,0.020642201834862386,0.12844036697247707,0.016055045871559634,0.7970183486238532,0.0022935779816513763,0.03096330275229358,0.0034403669724770644,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Snowflake Unified District,0407820,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,1-Primary,452,234,218,234,19,1,74,0,332,0,26,040782000692,Highland Primary School,4391,Snowflake Unified District,53.0,2016,0,0.4823008849557522,0.5176991150442478,0.0420353982300885,0.0022123893805309734,0.16371681415929204,0.0,0.7345132743362832,0.0,0.05752212389380531,0.5176991150442478,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Higley Unified School District,0403780,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,3-High,1670,144,911,759,4,82,336,82,1107,6,53,040378002119,Higley High School,4248,Higley Unified School District,48.5,2016,0,0.5455089820359281,0.4544910179640719,0.0023952095808383233,0.04910179640718563,0.20119760479041915,0.04910179640718563,0.662874251497006,0.003592814371257485,0.03173652694610778,0.08622754491017964,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Higley Unified School District,0403780,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,687,62,354,333,5,57,143,23,415,3,41,040378001392,Higley Traditional Academy,4248,Higley Unified School District,70.0,2016,0,0.5152838427947598,0.4847161572052402,0.00727802037845706,0.08296943231441048,0.2081513828238719,0.033478893740902474,0.604075691411936,0.004366812227074236,0.05967976710334789,0.09024745269286755,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,2-Middle,985,132,484,501,6,29,104,30,774,3,39,040775001503,Hillcrest Middle School,4246,Deer Valley Unified District,51.5,2016,0,0.49137055837563454,0.5086294416243655,0.006091370558375634,0.029441624365482234,0.10558375634517767,0.030456852791878174,0.7857868020304568,0.003045685279187817,0.03959390862944162,0.13401015228426397,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hillside Elementary District,0408460,Yavapai County,04025,2-No,6-Not a Title I school,0404,No,1-Primary,26,,11,15,0,0,9,0,17,0,0,040846000800,Hillside Elementary School,4482,Hillside Elementary District,46.5,2016,0,0.4230769230769231,0.5769230769230769,0.0,0.0,0.34615384615384615,0.0,0.6538461538461539,0.0,0.0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Hirsch Academy A Challenge Foundation,0400893,Maricopa County,04013,1-Yes,6-Not a Title I school,0406,Yes participating without using any Provision or the CEO,1-Primary,180,168,92,88,0,1,169,6,4,0,0,040089303382,Hirsch Academy A Challenge Foundation,91275,Hirsch Academy A Challenge Foundation,17.5,2016,1,0.5111111111111111,0.4888888888888889,0.0,0.005555555555555556,0.9388888888888889,0.03333333333333333,0.022222222222222223,0.0,0.0,0.9333333333333333,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Holbrook Unified District,0403820,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),3-High,,58,,,,,,,,,,040382000298,Holbrook High School,4389,Holbrook Unified District,19.0,2016,0,,,,,,,,,,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Holbrook Unified District,0403820,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),2-Middle,,37,,,,,,,,,,040382000299,Holbrook Junior High School,4389,Holbrook Unified District,22.0,2016,0,,,,,,,,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes under Community Eligibility Option (CEO),1-Primary,597,359,293,304,42,3,319,120,56,33,24,040831000776,Holdeman Elementary School,4258,Tempe School District,22.0,2016,0,0.490787269681742,0.509212730318258,0.07035175879396985,0.005025125628140704,0.5343383584589615,0.20100502512562815,0.09380234505862646,0.05527638190954774,0.04020100502512563,0.6013400335008375,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Cartwright Elementary District,0401680,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,1-Primary,769,766,409,360,10,5,650,41,55,0,8,040168000097,Holiday Park School,4282,Cartwright Elementary District,26.0,2016,0,0.5318595578673602,0.4681404421326398,0.013003901170351105,0.006501950585175552,0.8452535760728218,0.053315994798439535,0.07152145643693109,0.0,0.010403120936280884,0.9960988296488946,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,272,,145,127,13,0,192,42,15,0,10,040880000851,Holladay Intermediate Magnet School,4403,Tucson Unified District,14.0,2016,0,0.5330882352941176,0.46691176470588236,0.04779411764705882,0.0,0.7058823529411765,0.15441176470588236,0.05514705882352941,0.0,0.03676470588235294,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,488,10,248,240,20,1,444,7,11,0,5,040880000852,Hollinger K-8 School,4403,Tucson Unified District,30.0,2016,0,0.5081967213114754,0.4918032786885246,0.040983606557377046,0.0020491803278688526,0.9098360655737705,0.014344262295081968,0.022540983606557378,0.0,0.010245901639344262,0.020491803278688523,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,636,609,332,304,1,0,580,10,41,1,3,040497000391,Holmes Elementary School,4235,Mesa Unified District,17.5,2016,0,0.5220125786163522,0.4779874213836478,0.0015723270440251573,0.0,0.9119496855345912,0.015723270440251572,0.06446540880503145,0.0015723270440251573,0.0047169811320754715,0.9575471698113207,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flowing Wells Unified District,0403010,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,490,410,241,249,5,6,333,0,131,1,14,040301000233,Homer Davis Elementary School,4405,Flowing Wells Unified District,40.0,2016,0,0.49183673469387756,0.5081632653061224,0.01020408163265306,0.012244897959183673,0.6795918367346939,0.0,0.2673469387755102,0.0020408163265306124,0.02857142857142857,0.8367346938775511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Blueprint Education,0400636,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,No,3-High,198,147,111,87,2,0,145,40,10,0,1,040063603108,Hope High School,81041,Blueprint Education,9.0,2016,1,0.5606060606060606,0.4393939393939394,0.010101010101010102,0.0,0.7323232323232324,0.20202020202020202,0.050505050505050504,0.0,0.005050505050505051,0.7424242424242424,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blueprint Education,0400636,Maricopa County,04013,1-Yes,1-Title I targeted assistance eligible school-No program,0408,No,3-High,126,43,41,85,2,5,35,7,75,0,2,040063603163,Hope High School Online,81041,Blueprint Education,30.5,2016,1,0.3253968253968254,0.6746031746031746,0.015873015873015872,0.03968253968253968,0.2777777777777778,0.05555555555555555,0.5952380952380952,0.0,0.015873015873015872,0.3412698412698413,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0409,Yes participating without using any Provision or the CEO,1-Primary,850,85,433,417,7,33,104,23,666,1,16,040757000647,Hopi Elementary School,4240,Scottsdale Unified District,70.5,2016,0,0.5094117647058823,0.49058823529411766,0.00823529411764706,0.03882352941176471,0.1223529411764706,0.027058823529411764,0.7835294117647059,0.001176470588235294,0.018823529411764704,0.1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,3-High,2242,159,1115,1127,13,88,269,44,1731,6,91,040593001084,Horizon High School,4241,Paradise Valley Unified District,47.0,2016,0,0.49732381801962533,0.5026761819803747,0.005798394290811775,0.039250669045495096,0.11998215878679751,0.019625334522747548,0.772078501338091,0.0026761819803746653,0.040588760035682424,0.07091882247992863,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Horizon Community Learning Center Inc. 2,0400921,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,1-Primary,812,,423,389,9,64,128,40,525,2,44,040092103428,Horizon Honors Elementary School,92620,"Horizon Community Learning Center, Inc.",60.5,2016,1,0.520935960591133,0.479064039408867,0.011083743842364532,0.07881773399014778,0.15763546798029557,0.04926108374384237,0.646551724137931,0.0024630541871921183,0.054187192118226604,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Glendale Elementary District,0403420,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,873,638,474,399,13,25,437,90,269,4,35,040342000271,Horizon School,4271,Glendale Elementary District,35.0,2016,0,0.5429553264604811,0.4570446735395189,0.014891179839633447,0.0286368843069874,0.5005727376861397,0.10309278350515463,0.30813287514318444,0.004581901489117984,0.04009163802978236,0.7308132875143184,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Cave Creek Unified District,0400001,Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0406,Yes participating without using any Provision or the CEO,1-Primary,675,60,345,330,2,25,48,2,582,2,14,040000102484,Horseshoe Trails Elementary School,4244,Cave Creek Unified District,77.0,2016,1,0.5111111111111111,0.4888888888888889,0.002962962962962963,0.037037037037037035,0.07111111111111111,0.002962962962962963,0.8622222222222222,0.002962962962962963,0.02074074074074074,0.08888888888888889,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,1-Primary,435,,230,205,4,7,125,9,272,3,15,040340001366,Houston Elementary School,4239,Gilbert Unified District,41.0,2016,0,0.5287356321839081,0.47126436781609193,0.009195402298850575,0.016091954022988506,0.28735632183908044,0.020689655172413793,0.6252873563218391,0.006896551724137931,0.034482758620689655,,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,335,,175,160,18,7,190,30,73,2,15,040880000853,Howell Peter Elementary,4403,Tucson Unified District,27.0,2016,0,0.5223880597014925,0.47761194029850745,0.05373134328358209,0.020895522388059702,0.5671641791044776,0.08955223880597014,0.21791044776119403,0.005970149253731343,0.04477611940298507,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tombstone Unified District,0408600,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,440,286,235,205,0,2,139,41,229,3,26,040860000807,Huachuca City School,4168,Tombstone Unified District,32.0,2016,0,0.5340909090909091,0.4659090909090909,0.0,0.004545454545454545,0.3159090909090909,0.09318181818181819,0.5204545454545455,0.006818181818181818,0.05909090909090909,0.65,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,1-Primary,630,203,334,296,5,13,175,28,358,5,46,040146001356,Huachuca Mountain Elementary School,4175,Sierra Vista Unified District,62.5,2016,0,0.5301587301587302,0.46984126984126984,0.007936507936507936,0.020634920634920634,0.2777777777777778,0.044444444444444446,0.5682539682539682,0.007936507936507936,0.07301587301587302,0.32222222222222224,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,767,475,412,355,22,7,133,3,563,0,39,040029501126,Hualapai Elementary,79598,Kingman Unified School District,44.5,2016,0,0.5371577574967406,0.46284224250325945,0.028683181225554105,0.009126466753585397,0.17340286831812254,0.003911342894393742,0.7340286831812256,0.0,0.05084745762711865,0.6192959582790091,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,270,,154,116,10,3,134,23,82,5,13,040880000854,Hudlow Elementary School,4403,Tucson Unified District,17.0,2016,0,0.5703703703703704,0.42962962962962964,0.037037037037037035,0.011111111111111112,0.4962962962962963,0.08518518518518518,0.3037037037037037,0.018518518518518517,0.04814814814814815,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,1-Primary,473,282,238,235,18,18,159,72,160,3,43,040831000777,Hudson Elementary School,4258,Tempe School District,63.5,2016,0,0.5031712473572939,0.49682875264270615,0.03805496828752643,0.03805496828752643,0.3361522198731501,0.1522198731501057,0.3382663847780127,0.006342494714587738,0.09090909090909091,0.5961945031712473,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Holbrook Unified District,0403820,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),1-Primary,,16,,,,,,,,,,040382000300,Hulet Elementary School,4389,Holbrook Unified District,36.5,2016,0,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Humanities and Sciences Academy of the United States  Inc.,0400108,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,3-High,31,,19,12,2,0,21,5,2,0,1,040010803162,Humanities and Sciences Academy Arizona,4337,"Humanities and Sciences Academy of the United States, Inc.",,2016,1,0.6129032258064516,0.3870967741935484,0.06451612903225806,0.0,0.6774193548387096,0.16129032258064516,0.06451612903225806,0.0,0.03225806451612903,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
International Commerce Secondary Schools  Inc.,0400107,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,3-High,11,,5,6,0,0,9,0,2,0,0,040010701590,Humanities and Sciences High School - Phoenix,4334,"International Commerce Secondary Schools, Inc.",,2016,1,0.45454545454545453,0.5454545454545454,0.0,0.0,0.8181818181818182,0.0,0.18181818181818182,0.0,0.0,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Humboldt Unified District,0403870,Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,402,289,211,191,7,0,43,4,331,0,17,040387001228,Humboldt Elementary School,4469,Humboldt Unified District,54.0,2016,0,0.5248756218905473,0.47512437810945274,0.017412935323383085,0.0,0.10696517412935323,0.009950248756218905,0.8233830845771144,0.0,0.04228855721393035,0.7189054726368159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
