Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Flagstaff Montessori  L.L.C.,0400020,Coconino County,04005,1-Yes,6-Not a Title I school,0401,No,1-Primary,192,,111,81,8,10,19,1,148,0,6,040002001179,Montessori Charter School of Flagstaff - Campus,4205,"Flagstaff Montessori, L.L.C.",65.5,2017,1,0.578125,0.421875,0.041666666666666664,0.052083333333333336,0.09895833333333333,0.005208333333333333,0.7708333333333334,0.0,0.03125,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Montessori Day Public Schools Chartered  Inc.,0400068,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,1-Primary,191,85,102,89,2,18,65,2,95,2,7,040006801745,Montessori Day Public Schools Chartered - Mountainside,4359,"Montessori Day Public Schools Chartered, Inc.",73.5,2017,1,0.5340314136125655,0.46596858638743455,0.010471204188481676,0.09424083769633508,0.3403141361256545,0.010471204188481676,0.4973821989528796,0.010471204188481676,0.03664921465968586,0.44502617801047123,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Montessori Day Public Schools Chartered  Inc.,0400068,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,1-Primary,103,30,49,54,0,3,17,5,63,0,15,040006800825,Montessori Day Public Schools Chartered - Tempe,4359,"Montessori Day Public Schools Chartered, Inc.",69.5,2017,1,0.47572815533980584,0.5242718446601942,0.0,0.02912621359223301,0.1650485436893204,0.04854368932038835,0.6116504854368932,0.0,0.14563106796116504,0.2912621359223301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Santa Cruz Valley Opportunities in Education  Inc.,0400264,Santa Cruz County,04023,1-Yes,6-Not a Title I school,0403,No,1-Primary,53,38,29,24,0,0,33,0,18,0,2,040026402084,Montessori De Santa Cruz - St. Ann's Hall,79066,"Santa Cruz Valley Opportunities in Education, Inc.",18.5,2017,1,0.5471698113207547,0.4528301886792453,0.0,0.0,0.6226415094339622,0.0,0.33962264150943394,0.0,0.03773584905660377,0.7169811320754716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Montessori Education Centre Charter School,0400072,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,248,48,124,124,0,4,42,5,182,5,10,040007200834,Montessori Education Centre Charter School - Mesa,4363,Montessori Education Centre Charter School,80.0,2017,1,0.5,0.5,0.0,0.016129032258064516,0.1693548387096774,0.020161290322580645,0.7338709677419355,0.020161290322580645,0.04032258064516129,0.1935483870967742,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Montessori Education Centre Charter School,0400072,Maricopa County,04013,1-Yes,6-Not a Title I school,0405,No,1-Primary,220,44,116,104,1,6,40,5,150,5,13,040007202264,Montessori Education Centre Charter School - North Campus,4363,Montessori Education Centre Charter School,56.0,2017,1,0.5272727272727272,0.4727272727272727,0.004545454545454545,0.02727272727272727,0.18181818181818182,0.022727272727272728,0.6818181818181818,0.022727272727272728,0.05909090909090909,0.2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Montessori Schoolhouse of Tucson  Inc.,0400126,Pima County,04019,1-Yes,6-Not a Title I school,0402,No,1-Primary,76,15,31,45,1,6,24,1,35,2,7,040012601620,Montessori Schoolhouse,4428,"Montessori Schoolhouse of Tucson, Inc.",90.5,2017,1,0.40789473684210525,0.5921052631578947,0.013157894736842105,0.07894736842105263,0.3157894736842105,0.013157894736842105,0.4605263157894737,0.02631578947368421,0.09210526315789473,0.19736842105263158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Montessori Schoolhouse of Tucson  Inc.,0400126,Pima County,04019,1-Yes,6-Not a Title I school,0402,No,1-Primary,76,15,31,45,1,6,24,1,35,2,7,040012601778,Montessori Schoolhouse,4428,"Montessori Schoolhouse of Tucson, Inc.",90.5,2017,1,0.40789473684210525,0.5921052631578947,0.013157894736842105,0.07894736842105263,0.3157894736842105,0.013157894736842105,0.4605263157894737,0.02631578947368421,0.09210526315789473,0.19736842105263158,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Kayenta Unified School District # 27,0404060,Navajo County,04017,2-No,6-Not a Title I school,0401,Yes under Community Eligibility Option (CEO),3-High,595,517,315,280,584,1,3,0,2,1,4,040406000324,Monument Valley High School,4396,Kayenta Unified School District #27,12.5,2017,0,0.5294117647058824,0.47058823529411764,0.9815126050420168,0.0016806722689075631,0.005042016806722689,0.0,0.0033613445378151263,0.0016806722689075631,0.0067226890756302525,0.8689075630252101,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,708,706,383,325,30,13,289,57,268,3,48,040906000931,Moon Mountain School,4260,Washington Elementary School District,37.5,2017,0,0.5409604519774012,0.4590395480225989,0.0423728813559322,0.018361581920903956,0.4081920903954802,0.08050847457627118,0.3785310734463277,0.00423728813559322,0.06779661016949153,0.9971751412429378,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Glendale Union High School District,0403450,Maricopa County,04013,2-No,6-Not a Title I school,0406,Yes participating without using any Provision or the CEO,3-High,1499,,757,742,33,46,652,131,588,8,41,040345000280,Moon Valley High School,4285,Glendale Union High School District,42.5,2017,0,0.505003335557038,0.494996664442962,0.022014676450967312,0.030687124749833223,0.4349566377585057,0.08739159439626418,0.3922615076717812,0.00533689126084056,0.027351567711807873,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Morenci Unified District,0405320,Greenlee County,04011,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,3-High,382,114,206,176,9,3,275,4,90,0,1,040532000441,Morenci High School,4230,Morenci Unified District,34.5,2017,0,0.5392670157068062,0.4607329842931937,0.02356020942408377,0.007853403141361256,0.7198952879581152,0.010471204188481676,0.2356020942408377,0.0,0.002617801047120419,0.29842931937172773,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes participating without using any Provision or the CEO,1-Primary,479,343,236,243,30,3,373,24,38,3,8,040880003414,Morgan Maxwell School,4403,Tucson Unified District,32.5,2017,0,0.49269311064718163,0.5073068893528184,0.06263048016701461,0.006263048016701462,0.778705636743215,0.05010438413361169,0.07933194154488518,0.006263048016701462,0.016701461377870562,0.7160751565762005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Isaac Elementary District,0403960,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Provision 2,2-Middle,677,674,312,365,3,0,641,19,12,0,2,040396001876,Morris K. Udall Escuela de Bellas Artes,4259,Isaac Elementary District,15.5,2017,0,0.4608567208271787,0.5391432791728212,0.004431314623338257,0.0,0.946824224519941,0.028064992614475627,0.01772525849335303,0.0,0.0029542097488921715,0.9955686853766618,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Morristown Elementary District,0405340,Maricopa County,04013,2-No,6-Not a Title I school,0404,Yes under Provision 3,1-Primary,106,103,47,59,0,0,27,0,76,0,3,040534000442,Morristown Elementary School,4251,Morristown Elementary District,46.5,2017,0,0.44339622641509435,0.5566037735849056,0.0,0.0,0.25471698113207547,0.0,0.7169811320754716,0.0,0.02830188679245283,0.9716981132075472,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Flagstaff Unified District,0402860,Coconino County,04005,2-No,4-Title I schoolwide eligible school-No program,0401,Yes participating without using any Provision or the CEO,2-Middle,877,497,491,386,217,3,266,6,365,2,18,040286000214,Mount Elden Middle School,4192,Flagstaff Unified District,26.5,2017,0,0.5598631698973774,0.44013683010262256,0.24743443557582667,0.0034207525655644243,0.3033067274800456,0.0068415051311288486,0.4161915621436716,0.002280501710376283,0.020524515393386546,0.5667046750285063,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Heber-Overgaard Unified District,0400026,Navajo County,04017,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,1-Primary,149,91,81,68,0,2,32,2,106,0,7,040002601767,Mountain Meadows Primary,4392,Heber-Overgaard Unified District,28.0,2017,0,0.5436241610738255,0.4563758389261745,0.0,0.013422818791946308,0.21476510067114093,0.013422818791946308,0.7114093959731543,0.0,0.04697986577181208,0.610738255033557,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mountain Oak Charter School  Inc.,0400208,Yavapai County,04025,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0404,No,1-Primary,150,83,74,76,3,1,22,4,113,1,6,040020801970,Mountain Oak Charter School,78873,"Mountain Oak Charter School, Inc.",33.0,2017,1,0.49333333333333335,0.5066666666666667,0.02,0.006666666666666667,0.14666666666666667,0.02666666666666667,0.7533333333333333,0.006666666666666667,0.04,0.5533333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Tempe Union High School District,0408340,Maricopa County,04013,2-No,2-Title I targeted assistance school,0409,Yes participating without using any Provision or the CEO,3-High,2555,,1222,1333,99,66,773,613,860,10,134,040834001567,Mountain Pointe High School,4287,Tempe Union High School District,32.0,2017,0,0.4782778864970646,0.5217221135029354,0.03874755381604697,0.02583170254403131,0.3025440313111546,0.23992172211350293,0.33659491193737767,0.003913894324853229,0.05244618395303327,,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,3-High,2305,278,1134,1171,11,199,298,54,1660,7,76,040775000636,Mountain Ridge High School,4246,Deer Valley Unified District,45.0,2017,0,0.49197396963123646,0.5080260303687636,0.004772234273318872,0.08633405639913232,0.12928416485900218,0.023427331887201735,0.720173535791757,0.003036876355748373,0.03297180043383948,0.12060737527114967,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Mountain Rose Academy  Inc.,0400204,Pima County,04019,1-Yes,6-Not a Title I school,0401,No,3-High,287,201,169,118,2,3,133,9,134,0,6,040020401962,Mountain Rose Academy,10879,"Mountain Rose Academy, Inc.",11.0,2017,1,0.5888501742160279,0.41114982578397213,0.006968641114982578,0.010452961672473868,0.4634146341463415,0.0313588850174216,0.46689895470383275,0.0,0.020905923344947737,0.7003484320557491,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mountain School  Inc.,0400096,Coconino County,04005,1-Yes,6-Not a Title I school,0401,No,1-Primary,194,,95,99,3,3,14,0,172,0,2,040009601174,Mountain School,4203,"Mountain School, Inc.",60.5,2017,1,0.4896907216494845,0.5103092783505154,0.015463917525773196,0.015463917525773196,0.07216494845360824,0.0,0.8865979381443299,0.0,0.010309278350515464,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Deer Valley Unified District,0407750,Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,1-Primary,472,227,266,206,7,7,126,21,286,0,25,040775001330,Mountain Shadows Elementary School,4246,Deer Valley Unified District,36.5,2017,0,0.5635593220338984,0.4364406779661017,0.014830508474576272,0.014830508474576272,0.2669491525423729,0.04449152542372881,0.6059322033898306,0.0,0.05296610169491525,0.4809322033898305,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),2-Middle,782,782,392,390,19,7,317,54,364,1,20,040906001272,Mountain Sky Middle School,4260,Washington Elementary School District,43.0,2017,0,0.5012787723785166,0.49872122762148335,0.024296675191815855,0.008951406649616368,0.4053708439897698,0.06905370843989769,0.46547314578005117,0.0012787723785166241,0.02557544757033248,1.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Paradise Valley Unified District,0405930,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,2-Middle,770,181,383,387,6,18,167,20,536,1,22,040593002266,Mountain Trail Middle School,4241,Paradise Valley Unified District,46.0,2017,0,0.4974025974025974,0.5025974025974026,0.007792207792207792,0.023376623376623377,0.21688311688311687,0.025974025974025976,0.6961038961038961,0.0012987012987012987,0.02857142857142857,0.23506493506493506,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Dysart Unified District,0402690,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0408,Yes participating without using any Provision or the CEO,1-Primary,917,297,498,419,3,12,266,40,535,7,54,040269002780,Mountain View,4243,Dysart Unified District,48.5,2017,0,0.5430752453653217,0.4569247546346783,0.003271537622682661,0.013086150490730643,0.2900763358778626,0.04362050163576881,0.5834242093784079,0.007633587786259542,0.05888767720828789,0.3238822246455834,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),1-Primary,1475,1475,771,704,47,7,1186,102,106,1,26,040906000932,Mountain View Elementary School,4260,Washington Elementary School District,25.75,2017,0,0.5227118644067796,0.47728813559322036,0.031864406779661014,0.0047457627118644066,0.8040677966101695,0.06915254237288136,0.07186440677966102,0.0006779661016949153,0.017627118644067796,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Humboldt Unified District,0403870,Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,582,424,304,278,15,3,259,10,268,3,24,040387001465,Mountain View Elementary School,4469,Humboldt Unified District,25.75,2017,0,0.5223367697594502,0.47766323024054985,0.02577319587628866,0.005154639175257732,0.44501718213058417,0.01718213058419244,0.46048109965635736,0.005154639175257732,0.041237113402061855,0.7285223367697594,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,3-High,3276,1103,1691,1585,140,71,825,78,2117,15,30,040497000406,Mountain View High School,4235,Mesa Unified District,32.25,2017,0,0.5161782661782662,0.4838217338217338,0.042735042735042736,0.021672771672771672,0.2518315018315018,0.023809523809523808,0.6462148962148963,0.004578754578754579,0.009157509157509158,0.3366910866910867,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Marana Unified District,0404630,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,3-High,1895,684,982,913,20,28,715,71,985,1,75,040463001372,Mountain View High School,4404,Marana Unified District,32.25,2017,0,0.5182058047493404,0.48179419525065964,0.010554089709762533,0.014775725593667546,0.37730870712401055,0.03746701846965699,0.5197889182058048,0.0005277044854881266,0.0395778364116095,0.36094986807387863,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Cottonwood-Oak Creek Elementary District,0402370,Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,491,207,253,238,0,5,109,8,363,0,6,040237003241,Mountain View Preparatory School,4487,Cottonwood-Oak Creek Elementary District,56.0,2017,0,0.515274949083503,0.4847250509164969,0.0,0.010183299389002037,0.2219959266802444,0.016293279022403257,0.7393075356415478,0.0,0.012219959266802444,0.4215885947046843,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Santa Cruz Valley Unified District,0407520,Santa Cruz County,04023,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,1-Primary,424,421,208,216,0,3,410,1,8,2,0,040752000635,Mountain View School,4458,Santa Cruz Valley Unified District,26.5,2017,0,0.49056603773584906,0.5094339622641509,0.0,0.007075471698113208,0.9669811320754716,0.0023584905660377358,0.018867924528301886,0.0047169811320754715,0.0,0.9929245283018868,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Florence Unified School District,0402920,Pinal County,04021,2-No,1-Title I targeted assistance eligible school-No program,0404,Yes participating without using any Provision or the CEO,4-Other,144,106,87,57,3,1,59,22,54,2,3,040292003389,Mountain Vista Academy,4437,Florence Unified School District,4.0,2017,0,0.6041666666666666,0.3958333333333333,0.020833333333333332,0.006944444444444444,0.4097222222222222,0.1527777777777778,0.375,0.013888888888888888,0.020833333333333332,0.7361111111111112,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Oracle Elementary District,0405640,Pinal County,04021,2-No,6-Not a Title I school,0401,Yes participating without using any Provision or the CEO,1-Primary,383,,188,195,7,3,206,2,164,0,1,040564001416,Mountain Vista School,4444,Oracle Elementary District,24.0,2017,0,0.4908616187989556,0.5091383812010444,0.018276762402088774,0.007832898172323759,0.5378590078328982,0.005221932114882507,0.4281984334203655,0.0,0.0026109660574412533,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0406,Yes participating without using any Provision or the CEO,2-Middle,692,74,342,350,7,46,68,17,545,0,9,040757001562,Mountainside Middle School,4240,Scottsdale Unified District,65.5,2017,0,0.49421965317919075,0.5057803468208093,0.010115606936416185,0.06647398843930635,0.09826589595375723,0.024566473988439308,0.7875722543352601,0.0,0.01300578034682081,0.1069364161849711,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Isaac Elementary District,0403960,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),1-Primary,510,510,260,250,2,1,497,4,6,0,0,040396002282,Moya Elementary,4259,Isaac Elementary District,18.5,2017,0,0.5098039215686274,0.49019607843137253,0.00392156862745098,0.00196078431372549,0.9745098039215686,0.00784313725490196,0.011764705882352941,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Safford Unified District,0407240,Graham County,04009,2-No,4-Title I schoolwide eligible school-No program,0401,Yes participating without using any Provision or the CEO,3-High,85,61,47,38,0,0,48,1,34,1,1,040724000527,Mt Graham High School,4218,Safford Unified District,4.5,2017,0,0.5529411764705883,0.4470588235294118,0.0,0.0,0.5647058823529412,0.011764705882352941,0.4,0.011764705882352941,0.011764705882352941,0.7176470588235294,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Kingman Unified School District,0400295,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,119,116,62,57,0,0,41,0,70,4,4,040029500149,Mt Tipton Elementary School,79598,Kingman Unified School District,24.5,2017,0,0.5210084033613446,0.4789915966386555,0.0,0.0,0.3445378151260504,0.0,0.5882352941176471,0.03361344537815126,0.03361344537815126,0.9747899159663865,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fort Thomas Unified District,0403200,Graham County,04009,2-No,,0401,Yes under Community Eligibility Option (CEO),3-High,31,,18,13,31,0,0,0,0,0,0,040320002946,Mt. Turnbull Academy,4221,Fort Thomas Unified District,,2017,0,0.5806451612903226,0.41935483870967744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Fort Thomas Unified District,0403200,Graham County,04009,2-No,,0401,Yes under Community Eligibility Option (CEO),1-Primary,77,,40,37,75,0,1,0,1,0,0,040320003460,Mt. Turnbull Elementary School,4221,Fort Thomas Unified District,8.5,2017,0,0.5194805194805194,0.4805194805194805,0.974025974025974,0.0,0.012987012987012988,0.0,0.012987012987012988,0.0,0.0,,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,1-Primary,442,412,217,225,2,13,248,81,80,5,13,040880000871,Myers-Ganoung Elementary School,4403,Tucson Unified District,18.5,2017,0,0.49095022624434387,0.5090497737556561,0.004524886877828055,0.029411764705882353,0.5610859728506787,0.1832579185520362,0.18099547511312217,0.011312217194570135,0.029411764705882353,0.9321266968325792,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Naco Elementary District,0405430,Cochise County,04003,2-No,6-Not a Title I school,0402,Yes participating without using any Provision or the CEO,1-Primary,302,274,151,151,1,0,301,0,0,0,0,040543000448,Naco Elementary School,4176,Naco Elementary District,12.0,2017,0,0.5,0.5,0.0033112582781456954,0.0,0.9966887417218543,0.0,0.0,0.0,0.0,0.9072847682119205,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Nadaburg Unified School District,0405460,Maricopa County,04013,2-No,6-Not a Title I school,0404,Yes participating without using any Provision or the CEO,1-Primary,364,292,195,169,3,0,139,9,202,0,11,040546000449,Nadaburg Elementary School,4252,Nadaburg Unified School District,26.5,2017,0,0.5357142857142857,0.4642857142857143,0.008241758241758242,0.0,0.38186813186813184,0.024725274725274724,0.554945054945055,0.0,0.03021978021978022,0.8021978021978022,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lake Havasu Unified District,0404280,Mohave County,04015,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,1-Primary,356,219,179,177,4,3,103,3,237,3,3,040428001129,Nautilus Elementary School,4368,Lake Havasu Unified District,57.0,2017,0,0.5028089887640449,0.49719101123595505,0.011235955056179775,0.008426966292134831,0.2893258426966292,0.008426966292134831,0.6657303370786517,0.008426966292134831,0.008426966292134831,0.6151685393258427,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Navajo County Accommodation District #99,0405500,Navajo County,04017,2-No,6-Not a Title I school,0401,No,3-High,22,4,10,12,7,0,10,0,3,0,2,040550001237,Navajo County Instruction for Success (NCIS),4386,Navajo County Accommodation District #99,8.0,2017,0,0.45454545454545453,0.5454545454545454,0.3181818181818182,0.0,0.45454545454545453,0.0,0.13636363636363635,0.0,0.09090909090909091,0.18181818181818182,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scottsdale Unified District,0407570,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,1-Primary,399,264,224,175,26,7,141,33,188,0,4,040757000655,Navajo Elementary School,4240,Scottsdale Unified District,49.0,2017,0,0.5614035087719298,0.43859649122807015,0.06516290726817042,0.017543859649122806,0.3533834586466165,0.08270676691729323,0.47117794486215536,0.0,0.010025062656641603,0.6616541353383458,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Yes participating without using any Provision or the CEO,1-Primary,720,171,374,346,20,5,130,32,497,1,35,040187002380,Navarrete Elementary,4242,Chandler Unified District #80,60.5,2017,0,0.5194444444444445,0.48055555555555557,0.027777777777777776,0.006944444444444444,0.18055555555555555,0.044444444444444446,0.6902777777777778,0.001388888888888889,0.04861111111111111,0.2375,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,1-Primary,759,110,351,408,4,79,119,13,499,1,44,040340001064,Neely Traditional Academy,4239,Gilbert Unified District,84.0,2017,0,0.4624505928853755,0.5375494071146245,0.005270092226613966,0.10408432147562582,0.15678524374176547,0.017127799736495388,0.6574440052700923,0.0013175230566534915,0.057971014492753624,0.14492753623188406,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tempe School District,0408310,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,1-Primary,830,807,418,412,16,6,642,91,48,11,16,040831000782,Nevitt Elementary School,4258,Tempe School District,40.0,2017,0,0.5036144578313253,0.4963855421686747,0.01927710843373494,0.007228915662650603,0.7734939759036145,0.10963855421686747,0.05783132530120482,0.01325301204819277,0.01927710843373494,0.9722891566265061,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
New Horizon School for the Performing Arts,0400151,Maricopa County,04013,1-Yes,3-Title I schoolwide eligible-Title I targeted assistance program,0409,Yes participating without using any Provision or the CEO,1-Primary,165,157,73,92,3,0,115,16,27,2,2,040015101747,New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,23.0,2017,1,0.44242424242424244,0.5575757575757576,0.01818181818181818,0.0,0.696969696969697,0.09696969696969697,0.16363636363636364,0.012121212121212121,0.012121212121212121,0.9515151515151515,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
