County Name,County Number,Charter School,Title I School Status,Congressional Code,National School Lunch Program,Agency Name,Agency ID - NCES Assigned,Total Students All Grades (Excludes AE),School Level,Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,School ID - NCES Assigned,District Entity ID,School Name,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
Yavapai County,04025,2-No,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Humboldt Unified District (4469),0403870,369,Elementary,210,186,183,6,1,68,0,282,1,11,040387001228,4469,Humboldt Elementary School,Humboldt Unified District,56.0,2019,0,0.5040650406504065,0.4959349593495935,0.016260162601626018,0.0027100271002710027,0.1842818428184282,0.0,0.7642276422764228,0.0027100271002710027,0.02981029810298103,0.5691056910569106,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Provision 2,Union Elementary District (4277),0408820,794,Middle,674,416,378,12,8,591,109,46,4,24,040882002496,4277,Hurley Ranch Elementary,Union Elementary District,25.0,2019,0,0.5239294710327456,0.4760705289672544,0.015113350125944584,0.010075566750629723,0.7443324937027708,0.13727959697732997,0.05793450881612091,0.005037783375314861,0.030226700251889168,0.8488664987405542,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,404,Middle,177,199,205,12,8,263,21,82,2,16,040880001455,4403,Ida Flood Dodge Traditional Middle Magnet School,Tucson Unified District,56.5,2019,0,0.49257425742574257,0.5074257425742574,0.0297029702970297,0.019801980198019802,0.650990099009901,0.05198019801980198,0.20297029702970298,0.0049504950495049506,0.039603960396039604,0.4381188118811881,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Roosevelt Elementary District (4279),0407080,405,Elementary,347,217,188,5,2,339,45,14,0,0,040708001143,4279,Ignacio Conchos School,Roosevelt Elementary District,10.0,2019,0,0.5358024691358024,0.4641975308641975,0.012345679012345678,0.0049382716049382715,0.837037037037037,0.1111111111111111,0.0345679012345679,0.0,0.0,0.8567901234567902,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),Imagine Avondale Elementary Inc. (89784),0400780,567,Elementary,442,292,275,10,2,409,66,64,1,15,040078002928,89784,Imagine Avondale Elementary,"Imagine Avondale Elementary, Inc.",50.5,2019,1,0.5149911816578483,0.48500881834215165,0.01763668430335097,0.003527336860670194,0.7213403880070547,0.1164021164021164,0.1128747795414462,0.001763668430335097,0.026455026455026454,0.7795414462081128,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),Imagine Avondale Middle Inc. (90162),0400802,248,Middle,182,121,127,3,1,170,36,29,1,8,040080202962,90162,Imagine Avondale Middle,"Imagine Avondale Middle, Inc.",40.5,2019,1,0.4879032258064516,0.5120967741935484,0.012096774193548387,0.004032258064516129,0.6854838709677419,0.14516129032258066,0.11693548387096774,0.004032258064516129,0.03225806451612903,0.7338709677419355,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,Bell Canyon Charter School Inc (79983),0400374,386,Elementary,238,187,199,10,15,134,55,163,0,9,040037402169,79983,Imagine Bell Canyon,"Bell Canyon Charter School, Inc",46.0,2019,1,0.4844559585492228,0.5155440414507773,0.025906735751295335,0.038860103626943004,0.3471502590673575,0.14248704663212436,0.422279792746114,0.0,0.023316062176165803,0.616580310880829,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Imagine Charter Elementary at Camelback Inc. (88365),0400445,487,Elementary,418,252,235,7,13,373,69,12,1,12,040044502676,88365,Imagine Camelback Elementary,"Imagine Charter Elementary at Camelback, Inc.",25.5,2019,1,0.5174537987679672,0.48254620123203285,0.014373716632443531,0.026694045174537988,0.7659137577002053,0.14168377823408623,0.024640657084188913,0.002053388090349076,0.024640657084188913,0.8583162217659137,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,Imagine Camelback Middle Inc. (89561),0400756,203,Middle,176,97,106,2,5,163,25,4,0,4,040075602813,89561,Imagine Camelback Middle,"Imagine Camelback Middle, Inc.",24.0,2019,1,0.47783251231527096,0.5221674876847291,0.009852216748768473,0.024630541871921183,0.8029556650246306,0.12315270935960591,0.019704433497536946,0.0,0.019704433497536946,0.8669950738916257,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Pinal County,04021,1-Yes,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Imagine Coolidge Elementary Inc. (89786),0400766,645,Elementary,515,298,347,56,4,352,63,143,1,26,040076602901,89786,Imagine Coolidge Elementary,"Imagine Coolidge Elementary, Inc.",36.0,2019,1,0.462015503875969,0.537984496124031,0.08682170542635659,0.006201550387596899,0.5457364341085271,0.09767441860465116,0.22170542635658916,0.0015503875968992248,0.040310077519379844,0.7984496124031008,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes under Provision 2,Pathfinder Charter School Foundation (79024),0400230,554,Elementary,515,277,277,7,154,284,53,47,0,9,040023002171,79024,Imagine Cortez Park Elementary,Pathfinder Charter School Foundation,39.5,2019,1,0.5,0.5,0.01263537906137184,0.2779783393501805,0.5126353790613718,0.09566787003610108,0.08483754512635379,0.0,0.016245487364620937,0.9296028880866426,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,Yes under Provision 2,Cortez Park Charter Middle School Inc. (79988),0400376,241,Middle,220,132,109,0,58,145,14,20,1,3,040037602313,79988,Imagine Cortez Park Middle,"Cortez Park Charter Middle School, Inc.",30.5,2019,1,0.5477178423236515,0.45228215767634855,0.0,0.24066390041493776,0.6016597510373444,0.058091286307053944,0.08298755186721991,0.004149377593360996,0.012448132780082987,0.9128630705394191,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,Imagine Charter Elementary at Desert West Inc. (88367),0400438,874,Elementary,803,461,413,5,0,805,40,20,0,4,040043802653,88367,Imagine Desert West Elementary,"Imagine Charter Elementary at Desert West, Inc.",22.0,2019,1,0.5274599542334096,0.47254004576659037,0.005720823798627002,0.0,0.9210526315789473,0.04576659038901602,0.02288329519450801,0.0,0.004576659038901602,0.9187643020594966,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0407,Yes under Provision 2,Imagine Desert West Middle Inc. (89563),0400754,485,Middle,450,248,237,3,0,455,17,9,0,1,040075402819,89563,Imagine Desert West Middle,"Imagine Desert West Middle, Inc.",23.0,2019,1,0.511340206185567,0.488659793814433,0.006185567010309278,0.0,0.9381443298969072,0.03505154639175258,0.018556701030927835,0.0,0.002061855670103093,0.9278350515463918,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,East Mesa Charter Elementary School Inc. (87401),0400425,657,Elementary,361,334,323,5,12,266,23,317,5,29,040042502527,87401,Imagine East Mesa Elementary,"East Mesa Charter Elementary School, Inc.",49.5,2019,1,0.5083713850837138,0.4916286149162861,0.0076103500761035,0.0182648401826484,0.4048706240487062,0.0350076103500761,0.4824961948249619,0.0076103500761035,0.0441400304414003,0.5494672754946728,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Imagine Middle at East Mesa Inc. (88369),0400442,136,Middle,66,62,74,1,3,56,6,63,2,5,040044202683,88369,Imagine East Mesa Middle,"Imagine Middle at East Mesa, Inc.",41.0,2019,1,0.45588235294117646,0.5441176470588235,0.007352941176470588,0.022058823529411766,0.4117647058823529,0.04411764705882353,0.4632352941176471,0.014705882352941176,0.03676470588235294,0.4852941176470588,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pinal County,04021,1-Yes,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Imagine Prep Coolidge Inc. (90034),0400769,592,High,431,307,285,112,6,299,35,118,4,18,040076902956,90034,Imagine Prep Coolidge,"Imagine Prep Coolidge, Inc.",17.0,2019,1,0.518581081081081,0.4814189189189189,0.1891891891891892,0.010135135135135136,0.5050675675675675,0.05912162162162162,0.19932432432432431,0.006756756756756757,0.030405405405405407,0.7280405405405406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,04021,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Imagine Prep Superstition Inc. (89788),0400783,389,High,182,201,188,3,7,118,21,230,1,9,040078302932,89788,Imagine Prep Superstition,"Imagine Prep Superstition, Inc.",36.0,2019,1,0.5167095115681234,0.4832904884318766,0.007712082262210797,0.017994858611825194,0.3033419023136247,0.05398457583547558,0.5912596401028277,0.002570694087403599,0.02313624678663239,0.46786632390745503,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,Imagine Prep Surprise Inc. (89790),0400770,320,High,111,187,133,0,7,99,13,185,0,16,040077002903,89790,Imagine Prep Surprise,"Imagine Prep Surprise, Inc.",40.5,2019,1,0.584375,0.415625,0.0,0.021875,0.309375,0.040625,0.578125,0.0,0.05,0.346875,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,Rosefield Charter Elementary School Inc. (87399),0400424,753,Elementary,172,375,378,1,19,183,32,466,5,47,040042402526,87399,Imagine Rosefield,"Rosefield Charter Elementary School, Inc.",65.0,2019,1,0.49800796812749004,0.50199203187251,0.0013280212483399733,0.025232403718459494,0.24302788844621515,0.04249667994687915,0.6188579017264276,0.006640106241699867,0.06241699867197875,0.22841965471447542,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pinal County,04021,1-Yes,5-Title I schoolwide school,0404,Yes participating without using any Provision or the CEO,Imagine Superstition Middle Inc. (90160),0400810,154,Middle,85,77,77,1,1,44,5,99,0,4,040081003026,90160,Imagine Superstition Middle,"Imagine Superstition Middle, Inc.",41.5,2019,1,0.5,0.5,0.006493506493506494,0.006493506493506494,0.2857142857142857,0.032467532467532464,0.6428571428571429,0.0,0.025974025974025976,0.551948051948052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Maricopa County,04013,1-Yes,2-Title I targeted assistance school,0408,Yes participating without using any Provision or the CEO,Imagine Middle at Surprise Inc. (88372),0400441,382,Middle,118,188,194,0,5,95,15,250,1,16,040044102658,88372,Imagine Surprise Middle,"Imagine Middle at Surprise, Inc.",45.0,2019,1,0.49214659685863876,0.5078534031413613,0.0,0.013089005235602094,0.2486910994764398,0.03926701570680628,0.6544502617801047,0.002617801047120419,0.041884816753926704,0.3089005235602094,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),Buckeye Elementary District (4269),0401380,768,Elementary,506,378,390,10,5,458,65,209,0,21,040138003052,4269,Inca Elementary School,Buckeye Elementary District,24.0,2019,0,0.4921875,0.5078125,0.013020833333333334,0.006510416666666667,0.5963541666666666,0.08463541666666667,0.2721354166666667,0.0,0.02734375,0.6588541666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0408,Yes participating without using any Provision or the CEO,Incito Schools (91326),0400885,358,Elementary,138,187,171,3,0,171,27,137,0,20,040088503410,91326,Incito Schools,Incito Schools,30.0,2019,1,0.5223463687150838,0.4776536312849162,0.008379888268156424,0.0,0.4776536312849162,0.07541899441340782,0.38268156424581007,0.0,0.055865921787709494,0.3854748603351955,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes participating without using any Provision or the CEO,Glendale Union High School District (4285),0403450,2119,High,1398,1103,1016,19,64,1606,191,211,3,25,040345000284,4285,Independence High School,Glendale Union High School District,41.5,2019,0,0.5205285512033978,0.4794714487966022,0.008966493629070316,0.030202925908447382,0.7579046720151015,0.09013685700802265,0.09957527135441246,0.001415762151958471,0.011798017932987258,0.6597451628126475,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes participating without using any Provision or the CEO,Paradise Valley Unified District (4241),0405930,517,Elementary,361,286,231,9,13,317,18,137,3,20,040593000482,4241,Indian Bend Elementary School,Paradise Valley Unified District,42.5,2019,0,0.5531914893617021,0.44680851063829785,0.017408123791102514,0.025145067698259187,0.6131528046421664,0.03481624758220503,0.26499032882011603,0.005802707930367505,0.03868471953578337,0.6982591876208898,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),Baboquivari Unified School District #40 (4412),0403950,247,Middle,153,127,120,228,0,13,0,0,1,5,040395003566,4412,Indian Oasis Intermediate Elementary School,Baboquivari Unified School District #40,22.5,2019,0,0.5141700404858299,0.48582995951417,0.9230769230769231,0.0,0.05263157894736842,0.0,0.0,0.004048582995951417,0.020242914979757085,0.6194331983805668,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0403,Yes under Community Eligibility Option (CEO),Baboquivari Unified School District #40 (4412),0403950,419,Elementary,334,197,222,399,0,14,0,0,1,5,040395000312,4412,Indian Oasis Primary Elementary School,Baboquivari Unified School District #40,,2019,0,0.4701670644391408,0.5298329355608592,0.9522673031026253,0.0,0.03341288782816229,0.0,0.0,0.002386634844868735,0.011933174224343675,0.7971360381861575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Navajo County,04017,2-No,5-Title I schoolwide school,0401,Yes under Community Eligibility Option (CEO),Holbrook Unified District (4389),0403820,396,Elementary,355,211,185,365,0,14,0,1,0,16,040382002239,4389,Indian Wells Elementary,Holbrook Unified District,25.5,2019,0,0.5328282828282829,0.4671717171717172,0.9217171717171717,0.0,0.03535353535353535,0.0,0.0025252525252525255,0.0,0.04040404040404041,0.8964646464646465,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0409,Yes participating without using any Provision or the CEO,Scottsdale Unified District (4240),0407570,837,Middle,317,429,408,15,11,304,47,437,4,19,040757000648,4240,Ingleside Middle School,Scottsdale Unified District,52.5,2019,0,0.5125448028673835,0.4874551971326165,0.017921146953405017,0.013142174432497013,0.3632019115890084,0.056152927120669056,0.5221027479091995,0.0047789725209080045,0.022700119474313024,0.37873357228195936,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,Yes under Provision 2,Integrity Education Incorporated (5174),0400650,48,Other,38,33,15,7,0,13,8,17,0,3,040065001846,5174,Integrity Education Centre,Integrity Education Incorporated,,2019,1,0.6875,0.3125,0.14583333333333334,0.0,0.2708333333333333,0.16666666666666666,0.3541666666666667,0.0,0.0625,0.7916666666666666,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0409,No,SC Jensen Corporation Inc. dba Intelli-School (79951),0400363,101,High,,50,51,2,1,55,6,33,1,3,040036302300,79951,Intelli-School,"SC Jensen Corporation, Inc. dba Intelli-School",,2019,1,0.49504950495049505,0.504950495049505,0.019801980198019802,0.009900990099009901,0.5445544554455446,0.0594059405940594,0.32673267326732675,0.009900990099009901,0.0297029702970297,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,No,PAS Charter Inc. dba Intelli-School (79953),0400364,132,High,,64,68,12,1,76,15,21,1,6,040036400804,79953,Intelli-School - Metro Center,"PAS Charter, Inc., dba Intelli-School",,2019,1,0.48484848484848486,0.5151515151515151,0.09090909090909091,0.007575757575757576,0.5757575757575758,0.11363636363636363,0.1590909090909091,0.007575757575757576,0.045454545454545456,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,No,Intelli-School Inc. (4352),0400061,80,High,,46,34,2,0,29,3,44,0,2,040006101742,4352,Intelli-School - Paradise Valley,"Intelli-School, Inc.",,2019,1,0.575,0.425,0.025,0.0,0.3625,0.0375,0.55,0.0,0.025,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,No,PAS Charter Inc. dba Intelli-School (79953),0400364,108,High,,65,43,2,3,39,7,55,1,1,040036402985,79953,Intelli-School Glendale,"PAS Charter, Inc., dba Intelli-School",,2019,1,0.6018518518518519,0.39814814814814814,0.018518518518518517,0.027777777777777776,0.3611111111111111,0.06481481481481481,0.5092592592592593,0.009259259259259259,0.009259259259259259,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,International Commerce Secondary Schools Inc. (4334),0400107,441,High,,227,214,12,2,330,53,34,0,10,040010702650,4334,International Commerce High School - Phoenix,"International Commerce Secondary Schools, Inc.",14.0,2019,1,0.5147392290249433,0.4852607709750567,0.027210884353741496,0.0045351473922902496,0.7482993197278912,0.12018140589569161,0.07709750566893424,0.0,0.022675736961451247,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,1-Yes,6-Not a Title I school,0409,No,Humanities and Sciences Academy of the United Stat (4337),0400108,259,High,,125,134,12,0,141,32,57,3,14,040010802145,4337,International Commerce High School - Tempe,"Humanities and Sciences Academy of the United States, Inc.",26.0,2019,1,0.4826254826254826,0.5173745173745173,0.04633204633204633,0.0,0.5444015444015444,0.12355212355212356,0.22007722007722008,0.011583011583011582,0.05405405405405406,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Peoria Unified School District (4237),0406250,503,Elementary,407,261,242,8,7,318,28,123,5,14,040625000511,4237,Ira A Murphy,Peoria Unified School District,32.0,2019,0,0.5188866799204771,0.48111332007952284,0.015904572564612324,0.013916500994035786,0.6322067594433399,0.055666003976143144,0.24453280318091453,0.009940357852882704,0.027833001988071572,0.8091451292246521,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Maricopa County,04013,2-No,1-Title I targeted assistance eligible school-No program,0405,Yes participating without using any Provision or the CEO,Chandler Unified District #80 (4242),0401870,892,Elementary,88,464,428,6,65,130,41,611,0,39,040187002878,4242,Ira A. Fulton Elementary,Chandler Unified District #80,63.0,2019,0,0.5201793721973094,0.4798206278026906,0.006726457399103139,0.07286995515695067,0.14573991031390135,0.04596412556053812,0.6849775784753364,0.0,0.043721973094170405,0.09865470852017937,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pima County,04019,2-No,5-Title I schoolwide school,0402,Yes participating without using any Provision or the CEO,Tucson Unified District (4403),0408800,447,Elementary,348,221,226,5,7,244,54,97,1,39,040880000841,4403,Irene Erickson Elementary School,Tucson Unified District,28.0,2019,0,0.49440715883668906,0.5055928411633109,0.011185682326621925,0.015659955257270694,0.5458612975391499,0.12080536912751678,0.21700223713646533,0.0022371364653243847,0.087248322147651,0.7785234899328859,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Roosevelt Elementary District (4279),0407080,462,Elementary,438,257,205,0,3,419,29,5,0,6,040708000607,4279,Irene Lopez School,Roosevelt Elementary District,38.0,2019,0,0.5562770562770563,0.44372294372294374,0.0,0.006493506493506494,0.9069264069264069,0.06277056277056277,0.010822510822510822,0.0,0.012987012987012988,0.948051948051948,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Yes under Community Eligibility Option (CEO),Washington Elementary School District (4260),0409060,465,Elementary,306,276,189,12,17,125,30,259,1,21,040906000926,4260,Ironwood Elementary School,Washington Elementary School District,52.0,2019,0,0.5935483870967742,0.4064516129032258,0.025806451612903226,0.03655913978494624,0.26881720430107525,0.06451612903225806,0.556989247311828,0.002150537634408602,0.04516129032258064,0.6580645161290323,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0402,Yes participating without using any Provision or the CEO,Marana Unified District (4404),0404630,632,Elementary,239,342,290,3,7,220,13,358,1,30,040463001408,4404,Ironwood Elementary School,Marana Unified District,52.0,2019,0,0.5411392405063291,0.4588607594936709,0.004746835443037975,0.011075949367088608,0.34810126582278483,0.020569620253164556,0.5664556962025317,0.0015822784810126582,0.04746835443037975,0.37816455696202533,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0408,Yes participating without using any Provision or the CEO,Peoria Unified School District (4237),0406250,1979,High,771,992,987,19,101,736,106,912,8,97,040625001315,4237,Ironwood High School,Peoria Unified School District,47.5,2019,0,0.5012632642748863,0.4987367357251137,0.009600808489135927,0.05103587670540677,0.3719050025265285,0.053562405255179385,0.4608388074785245,0.00404244567963618,0.04901465386558868,0.3895907023749368,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,Yes participating without using any Provision or the CEO,Amphitheater Unified District (4406),0400680,1830,High,200,915,915,11,58,473,47,1195,14,32,040068002198,4406,Ironwood Ridge High School,Amphitheater Unified District,38.5,2019,0,0.5,0.5,0.006010928961748634,0.03169398907103825,0.25846994535519124,0.025683060109289616,0.6530054644808743,0.007650273224043716,0.017486338797814208,0.1092896174863388,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Pinal County,04021,2-No,5-Title I schoolwide school,0401,Yes participating without using any Provision or the CEO,Casa Grande Elementary District (4446),0401710,482,Elementary,317,246,236,9,1,328,13,94,3,34,040171001357,4446,Ironwood School,Casa Grande Elementary District,30.5,2019,0,0.5103734439834025,0.4896265560165975,0.01867219917012448,0.002074688796680498,0.6804979253112033,0.026970954356846474,0.1950207468879668,0.006224066390041493,0.07053941908713693,0.6576763485477178,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,516,Elementary,330,278,238,4,3,260,24,213,1,11,040497000393,4235,Irving Elementary School,Mesa Unified District,42.5,2019,0,0.5387596899224806,0.46124031007751937,0.007751937984496124,0.005813953488372093,0.5038759689922481,0.046511627906976744,0.4127906976744186,0.001937984496124031,0.02131782945736434,0.6395348837209303,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Yes under Community Eligibility Option (CEO),Isaac Elementary District (4259),0403960,766,Middle,712,422,344,6,4,730,16,10,0,0,040396000315,4259,Isaac Middle School,Isaac Elementary District,10.0,2019,0,0.5509138381201044,0.4490861618798956,0.007832898172323759,0.005221932114882507,0.9530026109660574,0.020887728459530026,0.013054830287206266,0.0,0.0,0.9295039164490861,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Yes participating without using any Provision or the CEO,Mesa Unified District (4235),0404970,855,Elementary,264,424,431,64,10,194,6,547,2,32,040497001375,4235,Ishikawa Elementary School,Mesa Unified District,70.0,2019,0,0.495906432748538,0.504093567251462,0.07485380116959064,0.011695906432748537,0.22690058479532163,0.007017543859649123,0.639766081871345,0.0023391812865497076,0.03742690058479532,0.3087719298245614,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
