Agency Name,Agency ID - NCES Assigned,County Name,County Number,Charter School,Title I School Status,Congressional Code,School Level,Total Students All Grades (Excludes AE),Free and Reduced Lunch Students,Male Students,Female Students,American Indian/Alaska Native Students,Asian or Asian/Pacific Islander Students,Hispanic Students,Black or African American Students,White Students,Nat. Hawaiian or Other Pacific Isl. Students,Two or More Races Students,National School Lunch Program,School ID - NCES Assigned,School Name,District Entity ID,District Name,Average Percent Passing,Year,Charter School Dummy,Male Students Percentage,Female Students Percentage,American Indian/Alaska Native Students Percentage,Asian or Asian/Pacific Islander Students Percentage,Hispanic Students Percentage,Black or African American Students Percentage,White Students Percentage,Nat. Hawaiian or Other Pacific Isl. Students Percentage,Two or More Races Students Percentage,Free and Reduced Lunch Students Percentage,School Level: Primary,School Level: Middle,School Level: High,School Level: Other,Apache County,Cochise County,Coconino County,Gila County,Graham County,Greenlee County,La Paz County,Maricopa County,Mohave County,Navajo County,Pima County,Pinal County,Santa Cruz County,Yavapai County,Yuma County,0403,0401,0406,0407,0404,0402,0405,0409,0408
PAS Charter  Inc.  dba Intelli-School,0400364,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,High,118,,57,61,7,0,69,10,25,2,5,No,040036400804,Intelli-School - Metro Center,79953,"PAS Charter, Inc., dba Intelli-School",33.5,2018,1,0.4830508474576271,0.5169491525423728,0.059322033898305086,0.0,0.5847457627118644,0.0847457627118644,0.211864406779661,0.01694915254237288,0.0423728813559322,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Intelli-School  Inc.,0400061,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0406,High,93,,46,47,1,0,39,2,48,0,3,No,040006101742,Intelli-School - Paradise Valley,4352,"Intelli-School, Inc.",50.5,2018,1,0.4946236559139785,0.5053763440860215,0.010752688172043012,0.0,0.41935483870967744,0.021505376344086023,0.5161290322580645,0.0,0.03225806451612903,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PAS Charter  Inc.  dba Intelli-School,0400364,Maricopa County,04013,1-Yes,5-Title I schoolwide school,0408,High,83,,49,34,2,1,32,3,42,0,3,No,040036402985,Intelli-School Glendale,79953,"PAS Charter, Inc., dba Intelli-School",35.5,2018,1,0.5903614457831325,0.40963855421686746,0.024096385542168676,0.012048192771084338,0.3855421686746988,0.03614457831325301,0.5060240963855421,0.0,0.03614457831325301,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
International Commerce Secondary Schools  Inc.,0400107,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,High,448,,222,226,19,6,328,44,41,0,10,No,040010702650,International Commerce High School - Phoenix,4334,"International Commerce Secondary Schools, Inc.",15.5,2018,1,0.4955357142857143,0.5044642857142857,0.04241071428571429,0.013392857142857142,0.7321428571428571,0.09821428571428571,0.09151785714285714,0.0,0.022321428571428572,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Humanities and Sciences Academy of the United States  Inc.,0400108,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,High,247,,127,120,14,0,144,28,44,4,13,No,040010802145,International Commerce High School - Tempe,4337,"Humanities and Sciences Academy of the United States, Inc.",25.5,2018,1,0.5141700404858299,0.48582995951417,0.05668016194331984,0.0,0.582995951417004,0.11336032388663968,0.17813765182186234,0.016194331983805668,0.05263157894736842,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Peoria Unified School District,0406250,Maricopa County,04013,2-No,6-Not a Title I school,0408,Elementary,478,367,249,229,10,7,296,25,121,2,17,Yes participating without using any Provision or the CEO,040625000511,Ira A Murphy,4237,Peoria Unified School District,32.5,2018,0,0.5209205020920502,0.4790794979079498,0.02092050209205021,0.014644351464435146,0.6192468619246861,0.05230125523012552,0.25313807531380755,0.0041841004184100415,0.03556485355648536,0.7677824267782427,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,902,72,471,431,6,65,124,32,634,1,40,Yes participating without using any Provision or the CEO,040187002878,Ira A. Fulton Elementary,4242,Chandler Unified District #80,66.0,2018,0,0.5221729490022173,0.4778270509977827,0.0066518847006651885,0.07206208425720621,0.13747228381374724,0.03547671840354767,0.7028824833702882,0.0011086474501108647,0.04434589800443459,0.07982261640798226,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,416,332,205,211,3,2,234,56,90,0,31,Yes participating without using any Provision or the CEO,040880000841,Irene Erickson Elementary School,4403,Tucson Unified District,20.0,2018,0,0.49278846153846156,0.5072115384615384,0.007211538461538462,0.004807692307692308,0.5625,0.1346153846153846,0.21634615384615385,0.0,0.07451923076923077,0.7980769230769231,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,464,439,245,219,1,3,417,29,12,0,2,Yes under Provision 2,040708000607,Irene Lopez School,4279,Roosevelt Elementary District,40.0,2018,0,0.5280172413793104,0.47198275862068967,0.0021551724137931034,0.00646551724137931,0.8987068965517241,0.0625,0.02586206896551724,0.0,0.004310344827586207,0.9461206896551724,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Elementary,499,328,295,204,21,16,137,30,268,3,24,Yes under Community Eligibility Option (CEO),040906000926,Ironwood Elementary School,4260,Washington Elementary School District,52.25,2018,0,0.591182364729459,0.4088176352705411,0.04208416833667335,0.03206412825651302,0.2745490981963928,0.06012024048096192,0.5370741482965932,0.006012024048096192,0.04809619238476954,0.657314629258517,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Marana Unified District,0404630,Pima County,04019,2-No,4-Title I schoolwide eligible school-No program,0402,Elementary,624,243,337,287,3,5,214,11,368,1,22,Yes participating without using any Provision or the CEO,040463001408,Ironwood Elementary School,4404,Marana Unified District,52.25,2018,0,0.5400641025641025,0.4599358974358974,0.004807692307692308,0.008012820512820512,0.34294871794871795,0.017628205128205128,0.5897435897435898,0.0016025641025641025,0.035256410256410256,0.3894230769230769,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Peoria Unified School District,0406250,Maricopa County,04013,2-No,6-Not a Title I school,0408,High,1974,808,981,993,41,74,723,107,939,7,83,Yes participating without using any Provision or the CEO,040625001315,Ironwood High School,4237,Peoria Unified School District,42.5,2018,0,0.4969604863221885,0.5030395136778115,0.02077001013171226,0.037487335359675786,0.3662613981762918,0.054204660587639314,0.4756838905775076,0.0035460992907801418,0.04204660587639311,0.4093211752786221,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Amphitheater Unified District,0400680,Pima County,04019,2-No,1-Title I targeted assistance eligible school-No program,0401,High,1717,222,850,867,11,60,446,49,1113,11,27,Yes participating without using any Provision or the CEO,040068002198,Ironwood Ridge High School,4406,Amphitheater Unified District,37.5,2018,0,0.49504950495049505,0.504950495049505,0.0064065230052417,0.034944670937682006,0.2597553873034362,0.028538147932440302,0.6482236458940012,0.0064065230052417,0.0157251019219569,0.1292952824694234,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Casa Grande Elementary District,0401710,Pinal County,04021,2-No,5-Title I schoolwide school,0401,Elementary,485,319,255,230,11,4,322,12,97,5,34,Yes participating without using any Provision or the CEO,040171001357,Ironwood School,4446,Casa Grande Elementary District,33.5,2018,0,0.5257731958762887,0.4742268041237113,0.02268041237113402,0.008247422680412371,0.6639175257731958,0.024742268041237112,0.2,0.010309278350515464,0.07010309278350516,0.6577319587628866,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,551,363,304,247,6,4,261,36,231,4,9,Yes participating without using any Provision or the CEO,040497000393,Irving Elementary School,4235,Mesa Unified District,45.0,2018,0,0.5517241379310345,0.4482758620689655,0.010889292196007259,0.007259528130671506,0.47368421052631576,0.06533575317604355,0.4192377495462795,0.007259528130671506,0.016333938294010888,0.6588021778584392,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isaac Elementary District,0403960,Maricopa County,04013,2-No,6-Not a Title I school,0407,Middle,815,757,431,384,6,2,779,18,10,0,0,Yes under Provision 2,040396000315,Isaac Middle School,4259,Isaac Elementary District,12.0,2018,0,0.5288343558282208,0.47116564417177914,0.007361963190184049,0.00245398773006135,0.9558282208588957,0.022085889570552148,0.012269938650306749,0.0,0.0,0.9288343558282208,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,853,280,427,426,57,12,203,5,543,4,29,Yes participating without using any Provision or the CEO,040497001375,Ishikawa Elementary School,4235,Mesa Unified District,64.5,2018,0,0.5005861664712778,0.49941383352872215,0.0668229777256741,0.01406799531066823,0.23798358733880423,0.005861664712778429,0.6365767878077374,0.004689331770222743,0.03399765533411489,0.32825322391559203,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Gilbert Unified District,0403400,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,522,182,242,280,13,19,148,23,281,2,36,Yes participating without using any Provision or the CEO,040340001365,Islands Elementary School,4239,Gilbert Unified District,55.5,2018,0,0.46360153256704983,0.5363984674329502,0.02490421455938697,0.03639846743295019,0.2835249042145594,0.044061302681992334,0.5383141762452107,0.0038314176245210726,0.06896551724137931,0.3486590038314176,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Isaac Elementary District,0403960,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,650,611,336,314,1,1,627,17,3,0,1,Yes under Community Eligibility Option (CEO),040396000318,J B Sutton Elementary School,4259,Isaac Elementary District,19.0,2018,0,0.5169230769230769,0.48307692307692307,0.0015384615384615385,0.0015384615384615385,0.9646153846153847,0.026153846153846153,0.004615384615384616,0.0,0.0015384615384615385,0.94,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Flowing Wells Unified District,0403010,Pima County,04019,2-No,5-Title I schoolwide school,0401,Elementary,467,279,237,230,2,4,232,13,198,5,13,Yes participating without using any Provision or the CEO,040301001000,J Robert Hendricks Elementary School,4405,Flowing Wells Unified District,59.0,2018,0,0.5074946466809421,0.4925053533190578,0.004282655246252677,0.008565310492505354,0.49678800856531047,0.027837259100642397,0.42398286937901497,0.010706638115631691,0.027837259100642397,0.5974304068522484,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
J O Combs Unified School District,0403990,Pinal County,04021,2-No,6-Not a Title I school,0404,Middle,728,349,372,356,17,10,230,23,419,3,26,Yes participating without using any Provision or the CEO,040399000320,J. O. Combs Middle School,4445,J O Combs Unified School District,29.0,2018,0,0.510989010989011,0.489010989010989,0.023351648351648352,0.013736263736263736,0.3159340659340659,0.03159340659340659,0.5755494505494505,0.004120879120879121,0.03571428571428571,0.4793956043956044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Queen Creek Unified District,0406810,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,695,145,367,328,3,4,135,9,524,0,20,Yes participating without using any Provision or the CEO,040681002369,Jack Barnes Elementary School,4245,Queen Creek Unified District,70.0,2018,0,0.5280575539568345,0.4719424460431655,0.004316546762589928,0.0057553956834532375,0.19424460431654678,0.012949640287769784,0.753956834532374,0.0,0.02877697841726619,0.20863309352517986,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
J O Combs Unified School District,0403990,Pinal County,04021,2-No,6-Not a Title I school,0404,Elementary,565,287,309,256,5,2,203,8,326,0,21,Yes participating without using any Provision or the CEO,040399002561,Jack Harmon Elementary School,4445,J O Combs Unified School District,37.0,2018,0,0.5469026548672566,0.45309734513274336,0.008849557522123894,0.0035398230088495575,0.35929203539823007,0.01415929203539823,0.5769911504424778,0.0,0.03716814159292035,0.5079646017699115,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Murphy Elementary District,0405400,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,382,354,183,199,1,0,363,2,11,3,2,Yes participating without using any Provision or the CEO,040540001309,Jack L Kuban Elementary School,4265,Murphy Elementary District,27.0,2018,0,0.4790575916230366,0.5209424083769634,0.002617801047120419,0.0,0.9502617801047121,0.005235602094240838,0.028795811518324606,0.007853403141361256,0.005235602094240838,0.9267015706806283,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Lake Havasu Unified District,0404280,Mohave County,04015,2-No,1-Title I targeted assistance eligible school-No program,0404,Elementary,549,191,282,267,5,1,68,7,460,2,6,Yes participating without using any Provision or the CEO,040428002182,Jamaica Elementary School,4368,Lake Havasu Unified District,56.0,2018,0,0.5136612021857924,0.48633879781420764,0.009107468123861567,0.0018214936247723133,0.12386156648451731,0.012750455373406194,0.8378870673952641,0.0036429872495446266,0.01092896174863388,0.34790528233151186,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Elementary,626,374,317,309,0,8,424,11,170,4,9,Yes participating without using any Provision or the CEO,040960000988,James B Rolle School,4499,Yuma Elementary District,49.0,2018,0,0.5063897763578274,0.4936102236421725,0.0,0.012779552715654952,0.6773162939297125,0.01757188498402556,0.2715654952076677,0.006389776357827476,0.01437699680511182,0.597444089456869,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
Yuma Elementary District,0409600,Yuma County,04027,2-No,5-Title I schoolwide school,0404,Elementary,80,,51,29,3,2,20,0,54,0,1,No,040960000989,James D Price School,4499,Yuma Elementary District,47.5,2018,0,0.6375,0.3625,0.0375,0.025,0.25,0.0,0.675,0.0,0.0125,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
James Madison Preparatory School,0400231,Maricopa County,04013,1-Yes,6-Not a Title I school,0409,High,194,,106,88,1,6,41,6,131,1,8,No,040023102021,James Madison Preparatory School,79063,James Madison Preparatory School,50.5,2018,1,0.5463917525773195,0.4536082474226804,0.005154639175257732,0.030927835051546393,0.211340206185567,0.030927835051546393,0.6752577319587629,0.005154639175257732,0.041237113402061855,,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,776,162,403,373,9,27,131,25,553,1,30,Yes participating without using any Provision or the CEO,040187002125,Jane D. Hull Elementary,4242,Chandler Unified District #80,66.0,2018,0,0.5193298969072165,0.4806701030927835,0.011597938144329897,0.03479381443298969,0.16881443298969073,0.03221649484536082,0.7126288659793815,0.001288659793814433,0.03865979381443299,0.20876288659793815,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Cedar Unified District,0401810,Navajo County,04017,2-No,5-Title I schoolwide school,0401,Elementary,118,115,63,55,115,0,2,0,0,0,1,Yes under Community Eligibility Option (CEO),040181000325,Jeddito School,4395,Cedar Unified District,7.5,2018,0,0.5338983050847458,0.4661016949152542,0.9745762711864406,0.0,0.01694915254237288,0.0,0.0,0.0,0.00847457627118644,0.9745762711864406,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,537,461,301,236,9,1,386,12,121,1,7,Yes participating without using any Provision or the CEO,040497001070,Jefferson Elementary School,4235,Mesa Unified District,37.0,2018,0,0.5605214152700186,0.43947858472998136,0.01675977653631285,0.00186219739292365,0.7188081936685289,0.0223463687150838,0.22532588454376165,0.00186219739292365,0.01303538175046555,0.8584729981378026,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Choice Academies  Inc.,0400805,Maricopa County,04013,1-Yes,6-Not a Title I school,0408,High,196,40,75,121,0,5,48,8,122,4,9,Yes participating without using any Provision or the CEO,040080503444,Jefferson Preparatory High School,90138,"Choice Academies, Inc.",59.0,2018,1,0.3826530612244898,0.6173469387755102,0.0,0.025510204081632654,0.24489795918367346,0.04081632653061224,0.6224489795918368,0.02040816326530612,0.04591836734693878,0.20408163265306123,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Douglas Unified District,0402530,Cochise County,04003,2-No,5-Title I schoolwide school,0402,Elementary,386,342,191,195,0,4,380,1,1,0,0,Yes participating without using any Provision or the CEO,040253000190,Joe Carlson Elementary School,4174,Douglas Unified District,36.0,2018,0,0.4948186528497409,0.5051813471502591,0.0,0.010362694300518135,0.9844559585492227,0.0025906735751295338,0.0025906735751295338,0.0,0.0,0.8860103626943006,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0405,Elementary,796,46,404,392,1,44,100,24,591,0,36,Yes participating without using any Provision or the CEO,040187003321,John & Carol Carlson Elementary,4242,Chandler Unified District #80,73.0,2018,0,0.507537688442211,0.49246231155778897,0.001256281407035176,0.05527638190954774,0.12562814070351758,0.03015075376884422,0.742462311557789,0.0,0.04522613065326633,0.05778894472361809,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0402,Elementary,494,438,267,227,12,18,203,135,97,19,10,Yes participating without using any Provision or the CEO,040880000906,John B Wright Elementary School,4403,Tucson Unified District,33.0,2018,0,0.5404858299595142,0.45951417004048584,0.024291497975708502,0.03643724696356275,0.4109311740890688,0.2732793522267207,0.19635627530364372,0.038461538461538464,0.020242914979757085,0.8866396761133604,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Tucson Unified District,0408800,Pima County,04019,2-No,6-Not a Title I school,0403,Elementary,673,484,339,334,51,2,555,11,37,2,15,Yes participating without using any Provision or the CEO,040880000904,John E White Elementary School,4403,Tucson Unified District,48.0,2018,0,0.5037147102526003,0.4962852897473997,0.07578008915304606,0.0029717682020802376,0.8246656760772659,0.01634472511144131,0.0549777117384844,0.0029717682020802376,0.022288261515601784,0.7191679049034175,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,407,329,218,189,6,2,339,39,13,0,8,Yes under Provision 2,040708000592,John F Kennedy Elementary School,4279,Roosevelt Elementary District,23.0,2018,0,0.5356265356265356,0.4643734643734644,0.014742014742014743,0.004914004914004914,0.8329238329238329,0.09582309582309582,0.03194103194103194,0.0,0.019656019656019656,0.8083538083538083,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Superior Unified School District,0408230,Pinal County,04021,2-No,6-Not a Title I school,0401,Elementary,204,191,101,103,0,0,179,2,23,0,0,Yes under Community Eligibility Option (CEO),040823000758,John F Kennedy School,4440,Superior Unified School District,22.5,2018,0,0.4950980392156863,0.5049019607843137,0.0,0.0,0.8774509803921569,0.00980392156862745,0.11274509803921569,0.0,0.0,0.9362745098039216,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Cartwright Elementary District,0401680,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,759,689,361,398,7,2,681,39,21,0,9,Yes under Provision 2,040168000098,John F. Long,4282,Cartwright Elementary District,34.5,2018,0,0.4756258234519104,0.5243741765480896,0.00922266139657444,0.002635046113306983,0.8972332015810277,0.05138339920948617,0.02766798418972332,0.0,0.011857707509881422,0.9077733860342556,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Washington Elementary School District,0409060,Maricopa County,04013,2-No,5-Title I schoolwide school,0406,Elementary,576,431,316,260,6,9,305,35,203,0,18,Yes under Community Eligibility Option (CEO),040906001116,John Jacobs Elementary School,4260,Washington Elementary School District,31.0,2018,0,0.5486111111111112,0.4513888888888889,0.010416666666666666,0.015625,0.5295138888888888,0.06076388888888889,0.3524305555555556,0.0,0.03125,0.7482638888888888,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0409,Elementary,569,306,289,280,22,26,258,47,176,5,35,Yes participating without using any Provision or the CEO,040187001206,John M Andersen Elementary School,4242,Chandler Unified District #80,36.0,2018,0,0.507908611599297,0.492091388400703,0.03866432337434095,0.04569420035149385,0.45342706502636204,0.08260105448154657,0.3093145869947276,0.008787346221441126,0.061511423550087874,0.5377855887521968,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Chandler Unified District #80,0401870,Maricopa County,04013,2-No,6-Not a Title I school,0409,Middle,859,506,431,428,25,26,472,58,238,5,35,Yes participating without using any Provision or the CEO,040187001400,John M Andersen Jr High School,4242,Chandler Unified District #80,33.0,2018,0,0.5017462165308498,0.49825378346915017,0.02910360884749709,0.030267753201396973,0.5494761350407451,0.06752037252619325,0.2770663562281723,0.005820721769499418,0.04074505238649592,0.5890570430733411,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Flagstaff Unified District,0402860,Coconino County,04005,2-No,5-Title I schoolwide school,0401,Elementary,453,276,230,223,119,1,192,8,115,2,16,Yes under Community Eligibility Option (CEO),040286000225,John Q Thomas Elementary School,4192,Flagstaff Unified District,31.5,2018,0,0.5077262693156733,0.4922737306843267,0.26269315673289184,0.002207505518763797,0.423841059602649,0.017660044150110375,0.25386313465783666,0.004415011037527594,0.03532008830022075,0.609271523178808,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Roosevelt Elementary District,0407080,Maricopa County,04013,2-No,5-Title I schoolwide school,0407,Elementary,418,342,249,169,5,7,324,71,4,0,7,Yes under Provision 2,040708001144,John R Davis School,4279,Roosevelt Elementary District,21.0,2018,0,0.5956937799043063,0.4043062200956938,0.011961722488038277,0.01674641148325359,0.7751196172248804,0.16985645933014354,0.009569377990430622,0.0,0.01674641148325359,0.8181818181818182,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mesa Unified District,0404970,Maricopa County,04013,2-No,5-Title I schoolwide school,0405,Elementary,580,237,326,254,3,2,174,24,348,2,27,Yes participating without using any Provision or the CEO,040497001233,Johnson Elementary School,4235,Mesa Unified District,53.5,2018,0,0.5620689655172414,0.4379310344827586,0.005172413793103448,0.0034482758620689655,0.3,0.041379310344827586,0.6,0.0034482758620689655,0.04655172413793104,0.4086206896551724,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joseph City Unified District,0404010,Navajo County,04017,2-No,6-Not a Title I school,0401,Elementary,248,128,117,131,50,0,36,1,138,1,22,Yes participating without using any Provision or the CEO,040401000321,Joseph City Elementary School,4388,Joseph City Unified District,60.0,2018,0,0.4717741935483871,0.5282258064516129,0.20161290322580644,0.0,0.14516129032258066,0.004032258064516129,0.5564516129032258,0.004032258064516129,0.08870967741935484,0.5161290322580645,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joseph City Unified District,0404010,Navajo County,04017,2-No,6-Not a Title I school,0401,High,104,42,46,58,16,0,9,0,68,0,11,Yes participating without using any Provision or the CEO,040401000322,Joseph City High School,4388,Joseph City Unified District,38.5,2018,0,0.4423076923076923,0.5576923076923077,0.15384615384615385,0.0,0.08653846153846154,0.0,0.6538461538461539,0.0,0.10576923076923077,0.40384615384615385,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Joseph City Unified District,0404010,Navajo County,04017,2-No,6-Not a Title I school,0401,Middle,64,,30,34,8,0,8,0,43,1,4,No,040401002542,Joseph City Junior High School,4388,Joseph City Unified District,35.0,2018,0,0.46875,0.53125,0.125,0.0,0.125,0.0,0.671875,0.015625,0.0625,,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Isaac Elementary District,0403960,Maricopa County,04013,2-No,6-Not a Title I school,0407,Elementary,606,527,306,300,9,0,562,18,11,4,2,Yes under Community Eligibility Option (CEO),040396000319,Joseph Zito Elementary School,4259,Isaac Elementary District,18.5,2018,0,0.504950495049505,0.49504950495049505,0.01485148514851485,0.0,0.9273927392739274,0.0297029702970297,0.018151815181518153,0.006600660066006601,0.0033003300330033004,0.8696369636963697,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sierra Vista Unified District,0401460,Cochise County,04003,2-No,4-Title I schoolwide eligible school-No program,0402,Middle,774,347,393,381,10,19,311,42,328,8,56,Yes participating without using any Provision or the CEO,040146000078,Joyce Clark Middle School,4175,Sierra Vista Unified District,40.0,2018,0,0.5077519379844961,0.49224806201550386,0.012919896640826873,0.02454780361757106,0.4018087855297158,0.05426356589147287,0.42377260981912146,0.0103359173126615,0.07235142118863049,0.4483204134366925,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Payson Unified District,0406070,Gila County,04007,2-No,6-Not a Title I school,0404,Elementary,590,323,300,290,18,0,140,1,404,1,26,Yes participating without using any Provision or the CEO,040607001088,Julia Randall Elementary School,4209,Payson Unified District,44.0,2018,0,0.5084745762711864,0.4915254237288136,0.030508474576271188,0.0,0.23728813559322035,0.001694915254237288,0.6847457627118644,0.001694915254237288,0.04406779661016949,0.5474576271186441,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
